condition,1CMET2-PWY,3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,AEROBACTINSYN-PWY,ALL-CHORISMATE-PWY,ANAEROFRUCAT-PWY,ANAGLYCOLYSIS-PWY,ARG+POLYAMINE-SYN,ARGDEG-PWY,ARGORNPROST-PWY,ARGSYN-PWY,ARGSYNBSUB-PWY,ARO-PWY,ASPASN-PWY,AST-PWY,BENZCOA-PWY,BIOTIN-BIOSYNTHESIS-PWY,BRANCHED-CHAIN-AA-SYN-PWY,CALVIN-PWY,CATECHOL-ORTHO-CLEAVAGE-PWY,CENTBENZCOA-PWY,CENTFERM-PWY,CHLOROPHYLL-SYN,COA-PWY,COBALSYN-PWY,CODH-PWY,COLANSYN-PWY,COMPLETE-ARO-PWY,CRNFORCAT-PWY,DAPLYSINESYN-PWY,DENITRIFICATION-PWY,DENOVOPURINE2-PWY,DHGLUCONATE-PYR-CAT-PWY,DTDPRHAMSYN-PWY,ECASYN-PWY,ENTBACSYN-PWY,FAO-PWY,FASYN-ELONG-PWY,FASYN-INITIAL-PWY,FERMENTATION-PWY,FOLSYN-PWY,FUC-RHAMCAT-PWY,FUCCAT-PWY,GALACT-GLUCUROCAT-PWY,GALACTARDEG-PWY,GALACTUROCAT-PWY,GALLATE-DEGRADATION-I-PWY,GALLATE-DEGRADATION-II-PWY,GLCMANNANAUT-PWY,GLUCARDEG-PWY,GLUCARGALACTSUPER-PWY,GLUCONEO-PWY,GLUCOSE1PMETAB-PWY,GLUCUROCAT-PWY,GLUTORN-PWY,GLYCOCAT-PWY,GLYCOGENSYNTH-PWY,GLYCOL-GLYOXDEG-PWY,GLYCOLYSIS,GLYCOLYSIS-E-D,GLYCOLYSIS-TCA-GLYOX-BYPASS,GLYOXYLATE-BYPASS,GOLPDLCAT-PWY,HCAMHPDEG-PWY,HEME-BIOSYNTHESIS-II,HEMESYN2-PWY,HEXITOLDEGSUPER-PWY,HISDEG-PWY,HISTSYN-PWY,HOMOSER-METSYN-PWY,HSERMETANA-PWY,ILEUSYN-PWY,KDO-NAGLIPASYN-PWY,KETOGLUCONMET-PWY,LACTOSECAT-PWY,LEU-DEG2-PWY,LIPASYN-PWY,LPSSYN-PWY,MET-SAM-PWY,METH-ACETATE-PWY,METHANOGENESIS-PWY,METHGLYUT-PWY,METHYLGALLATE-DEGRADATION-PWY,NAD-BIOSYNTHESIS-II,NADSYN-PWY,NAGLIPASYN-PWY,NONMEVIPP-PWY,NONOXIPENT-PWY,OANTIGEN-PWY,ORNARGDEG-PWY,ORNDEG-PWY,P101-PWY,P105-PWY,P108-PWY,P122-PWY,P124-PWY,P125-PWY,P161-PWY,P162-PWY,P163-PWY,P164-PWY,P184-PWY,P221-PWY,P23-PWY,P241-PWY,P261-PWY,P281-PWY,P341-PWY,P381-PWY,P4-PWY,P42-PWY,P441-PWY,P461-PWY,P562-PWY,P621-PWY,PANTO-PWY,PANTOSYN-PWY,PENTOSE-P-PWY,PEPTIDOGLYCANSYN-PWY,PHOSLIPSYN-PWY,POLYAMINSYN3-PWY,POLYAMSYN-PWY,POLYISOPRENSYN-PWY,PPGPPMET-PWY,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,PRPP-PWY,PWY-1269,PWY-1361,PWY-1422,PWY-1501,PWY-1541,PWY-1622,PWY-181,PWY-1861,PWY-1882,PWY-2221,PWY-2941,PWY-2942,PWY-3001,PWY-3081,PWY-3661,PWY-3781,PWY-3801,PWY-3941,PWY-4361,PWY-4722,PWY-4984,PWY-5005,PWY-5022,PWY-5028,PWY-5088,PWY-5097,PWY-5100,PWY-5101,PWY-5103,PWY-5104,PWY-5121,PWY-5154,PWY-5177,PWY-5178,PWY-5179,PWY-5180,PWY-5181,PWY-5182,PWY-5183,PWY-5184,PWY-5188,PWY-5189,PWY-5198,PWY-5265,PWY-5266,PWY-5273,PWY-5304,PWY-5345,PWY-5347,PWY-5384,PWY-5392,PWY-5415,PWY-5417,PWY-5419,PWY-5420,PWY-5427,PWY-5430,PWY-5431,PWY-5484,PWY-5499,PWY-5505,PWY-5507,PWY-5509,PWY-5529,PWY-5531,PWY-5532,PWY-5647,PWY-5651,PWY-5654,PWY-5655,PWY-5656,PWY-5659,PWY-5667,PWY-5676,PWY-5677,PWY-5686,PWY-5695,PWY-5705,PWY-5741,PWY-5743,PWY-5744,PWY-5747,PWY-5789,PWY-5823,PWY-5837,PWY-5838,PWY-5840,PWY-5845,PWY-5850,PWY-5855,PWY-5856,PWY-5857,PWY-5860,PWY-5861,PWY-5862,PWY-5863,PWY-5896,PWY-5897,PWY-5898,PWY-5899,PWY-5910,PWY-5913,PWY-5918,PWY-5920,PWY-5941,PWY-5971,PWY-5973,PWY-5989,PWY-6071,PWY-6107,PWY-6113,PWY-6121,PWY-6122,PWY-6123,PWY-6125,PWY-6126,PWY-6141,PWY-6142,PWY-6143,PWY-6147,PWY-6148,PWY-6151,PWY-6163,PWY-6165,PWY-6167,PWY-6174,PWY-6182,PWY-6185,PWY-621,PWY-6210,PWY-622,PWY-6263,PWY-6269,PWY-6277,PWY-6282,PWY-6284,PWY-6285,PWY-6317,PWY-6338,PWY-6339,PWY-6349,PWY-6350,PWY-6353,PWY-6383,PWY-6385,PWY-6386,PWY-6387,PWY-6396,PWY-6397,PWY-6404,PWY-6467,PWY-6470,PWY-6471,PWY-6478,PWY-6486,PWY-6505,PWY-6507,PWY-6519,PWY-6545,PWY-6562,PWY-6565,PWY-6572,PWY-6581,PWY-6588,PWY-6590,PWY-6608,PWY-6609,PWY-6612,PWY-6628,PWY-6629,PWY-6630,PWY-6641,PWY-6654,PWY-6690,PWY-6700,PWY-6703,PWY-6708,PWY-6713,PWY-6728,PWY-6731,PWY-6737,PWY-6749,PWY-6760,PWY-6830,PWY-6876,PWY-6891,PWY-6892,PWY-6895,PWY-6897,PWY-6901,PWY-6906,PWY-6944,PWY-6948,PWY-6956,PWY-6957,PWY-6969,PWY-6992,PWY-7002,PWY-7003,PWY-7007,PWY-7013,PWY-7024,PWY-7031,PWY-7046,PWY-7084,PWY-7090,PWY-7094,PWY-7097,PWY-7098,PWY-7111,PWY-7159,PWY-7184,PWY-7187,PWY-7196,PWY-7197,PWY-7198,PWY-7199,PWY-7200,PWY-7208,PWY-7209,PWY-7210,PWY-7211,PWY-7219,PWY-722,PWY-7220,PWY-7221,PWY-7222,PWY-7228,PWY-7229,PWY-7234,PWY-7237,PWY-7242,PWY-7254,PWY-7255,PWY-7286,PWY-7295,PWY-7315,PWY-7316,PWY-7323,PWY-7328,PWY-7332,PWY-7347,PWY-7354,PWY-7371,PWY-7373,PWY-7374,PWY-7376,PWY-7377,PWY-7385,PWY-7391,PWY-7392,PWY-7398,PWY-7400,PWY-7401,PWY-7431,PWY-7446,PWY-7456,PWY-7527,PWY-7528,PWY-7539,PWY-7560,PWY-7616,PWY-7644,PWY-7663,PWY-7664,PWY-841,PWY-922,PWY0-1061,PWY0-1241,PWY0-1261,PWY0-1277,PWY0-1296,PWY0-1297,PWY0-1298,PWY0-1319,PWY0-1338,PWY0-1415,PWY0-1479,PWY0-1533,PWY0-1586,PWY0-162,PWY0-166,PWY0-321,PWY0-41,PWY0-42,PWY0-781,PWY0-845,PWY0-862,PWY1G-0,PWY490-3,PWY4FS-7,PWY4FS-8,PWY5F9-12,PWYG-321,PYRIDNUCSAL-PWY,PYRIDNUCSYN-PWY,PYRIDOXSYN-PWY,REDCITCYC,RHAMCAT-PWY,RIBOSYN2-PWY,RUMP-PWY,SALVADEHYPOX-PWY,SER-GLYSYN-PWY,SO4ASSIM-PWY,SUCSYN-PWY,SULFATE-CYS-PWY,TCA,TCA-GLYOX-BYPASS,TEICHOICACID-PWY,THISYN-PWY,THREOCAT-PWY,THRESYN-PWY,TRNA-CHARGING-PWY,TRPSYN-PWY,TYRFUMCAT-PWY,UBISYN-PWY,UDPNAGSYN-PWY,VALDEG-PWY,VALSYN-PWY
BIOFILME,973.5162355713738,0.1691402890887912,0.0,2.391655388160244,2369.4978362849374,2339.5768841257877,572.7516481818996,0.2333206858187223,44.97349315477792,5195.018887847804,5363.502895146806,1853.734202173694,970.2239693811005,0.1,0.0,8.361638206034192,5759.506529253879,4394.859461776935,0.0,0.0,42.92457656997437,0.0,5395.485049354159,607.8171413889745,152.29325421021485,329.9515889462815,2050.483049294551,0.0,5315.194980889155,4.022796559156489,3725.4321761793635,0.0,5545.774868626967,0.2115158584977201,0.5312008733995319,24.771760069082156,207.84852516247122,7.693198306931589,106.38474686470182,406.3278828861708,2.8487053731775736,18.477833332228435,5.942561382656942,1.9948121716460163,10.211372891379868,1.0,0.0,37.34576489581386,1.9948121716460163,1.9948121716460163,2377.790246998413,0.1999927554605716,15.469547774138375,4982.202216341719,425.7804254357333,1118.699918445573,0.1297297297297297,2380.352017044556,286.3417559935182,36.89143230854838,14.177005869651083,0.0,0.1434782608695652,13.808991398681028,67.52646566028912,13.819378682518744,59.93849206349207,5346.168749245289,519.9110647885934,4692.5626878958665,5864.607479770271,0.7722193509367004,0.0,0.0,12.651906687085752,0.0,0.5226988810938092,912.9186829057307,706.802357330108,6390.258220048085,0.2485867100894305,1.2492272693553572,5207.112681805669,0.0,81.27081955708191,928.0883414233913,1378.6985793956437,2507.422054615844,0.2333206858187223,0.1992489673300788,1.6662561173988304,77.94701118635194,159.3470933512301,6.536856578457836,19.67370308657084,1.4997751335233267,904.5363861301917,17.030425043322563,7.737629343707403,60.436635271147566,1.2721549723905967,0.0,157.02939764980715,6304.181809730668,42.99867526477135,1.4999999999999998,313.36519103584186,0.0,249.4487930308501,11685.574416320154,113.07262508164902,12.191538723039478,0.0,0.0,671.2194748449039,1128.4744495331863,137.80545920173032,953.3714408046777,978.8655656225509,81.37068004342423,670.5831117636419,5166.464617555081,0.2499763607950016,0.0,129.15597031306666,67.59759380396865,0.0,0.0,0.0,0.0,0.0,0.0,2362.396639298586,0.0,0.0,31.77725173763299,5505.531905107453,5854.269816194092,0.0,0.0,165.3176331909117,0.0,0.0,2.3996222792300794,0.0,14.962705498054603,3.9942691269785837,20.44364564058303,2.4141116890227208,0.0,5450.474423932729,1227.8875259713363,6392.707808617638,5660.371170235609,7052.338234277236,1232.8461371044525,172.78762179213336,22.495360701322234,0.0,0.0,10.411182210502744,0.0,10.411182210502744,0.0,0.0,5000.21727170506,4926.359672088076,5045.905707589398,0.0,0.0,0.0,14.67,116.01810354978937,1060.0143178538187,9.951392441635479,0.0,5.577104532676319,0.0,5.483870463026131,5.64439883060148,0.0,0.0,0.0,2346.352148908225,0.0,341.95107455489824,4.792049874527201,621.1118245984313,0.0,0.0,4489.656300566448,0.0,0.0,0.0,0.0,0.0,6037.4389177502135,1001.6105968139669,68.23159383731591,2.0949344982596503,6427.54180903009,2121.2357705984487,0.1,0.0,0.0,0.0,3.8160278745644605,0.0,0.0,1.7721202690270763,5.749660885834623,5.771460452018695,4.399150863769648,4.399150863769648,10.079869894878119,10.079869894878119,10.079869894878119,2.9457546338157683,3.8553229311653374,2.9457546338157683,2.0250931323389567,4.399150863769648,5.083461119105088,5.083461119105088,5.083461119105088,64.2971891488892,471.8432814075816,34.379670356496746,15.515172538072811,0.0,9.11301013296992,1069.4735244269561,9.239864913909884,0.1686432354049938,0.0,0.0,6186.3902770937775,6418.3436121937175,5391.733685541276,5926.044661267058,6059.501910306792,48.3034805282115,0.0,0.0,217.65644769497897,163.2515016602444,868.4412186929635,2742.061973398418,443.3809310053076,188.74185961964733,4646.480877991209,0.0,0.0,9.890033205939005,0.0,0.0,136.14700245683724,669.3968345424616,6418.3436121937175,9.224083238889863,0.0,0.0,718.3127633709483,0.0,0.0,4530.426149639584,5025.6180742985,54.253274695257375,0.0,949.4658943002787,938.0054996176178,969.6848484185199,1.999700178031102,0.0,0.0,63.60000000000001,10.55099145439939,44.04435530106424,16.613285697910648,0.0,0.0,53.33190323759132,9.0592266001449,1122.6195424365242,0.0,0.0,0.0,0.0,69.74173607902256,54.03119636214296,100.06389251613683,1028.406522929748,278.3986118404716,58.7437533076759,1.199169893948779,58.74336465988117,0.0,4520.342883181092,0.1434782608695652,819.6544909043723,4551.592356102245,10.079869894878119,0.0,0.0,0.0,1298.0022071195506,5.996239251507141,0.0,11.750573816612608,0.0,23.44334042505152,482.11924852528546,114.89733993841645,4941.443147792665,22.38858059654335,0.0,0.0,0.0,0.0,0.0,528.4774125523313,0.0,0.0,0.0,0.0,5.980203246667547,0.0,0.0,0.0,0.0,6.459987409453159,22.740338064495102,0.0,0.0,5725.3761540315445,0.0,2453.842996715677,5156.312324436503,2082.8270367499063,4976.403100911379,350.776734829761,794.4973921428725,1362.941365746349,5627.36985504411,0.0,486.6500893583493,787.3715142055588,6530.64033983773,0.0,5531.302702199723,6617.365064646184,5531.302702199723,6025.480863412368,6184.732930781774,566.2965017924112,2.0,43.09867971780369,17.407375152388248,0.0,4710.899135650335,0.0,4.198735214378952,0.0,5313.588288677991,12.015471759990945,27.846699985146515,0.0,0.0,71.0,0.0,27.4972972972973,0.0,1320.1442142450303,0.0,0.0,1190.736676682784,0.0,5177.109270892299,0.0,0.0,0.1,0.0,3.97289927420197,0.0,217.89130752334768,928.0883414233913,0.0,0.0,1132.3068624940754,10.73388827548062,3677.9279575142664,45.178911418640205,21.257723577229065,8.98207687083071,178.6419468370703,0.4550879164831381,974.1061207950239,895.0898965332863,817.2436980244753,1001.6105968139669,0.1235294117647058,16.96652709352273,20.124195429979785,1.893235143941728,663.5809463903361,6162.301726094551,2620.877570201987,0.1989985834205417,0.1199912510936133,1.8058343715474485,256.7667175147105,53.93093347272301,9.214290736222377,0.0,4.498705923544338,959.6188166530219,959.6188166530219,0.0,11.128330873980694,1186.2732557042418,1596.7837282415073,54.69892605485762,87.40354837189098,2.919185586965381,1259.6879235284503,170.669919967745,84.64930532548098,5803.9109627060625,42.96109621783335,0.0,87.59932680704122,518.5120188122967,18.768901161827998,0.0,1608.2699092673915,0.3600363779610342,5946.732295010877,3364.4493161141863,5478.677682926478,6.177745664739884,9.651313008581429,5375.769121621195,0.0,5864.607479770271
CHORUME,31754.311410600847,466.65697127440313,0.0,593.5756017175366,32358.495117038598,49263.85074417541,11210.688034532468,3.1804143572183774,5161.052964189989,44792.24068277823,46267.51327459509,38288.476423218206,16139.9246085204,1556.5660621727943,0.0,14250.637862301022,55066.85739125472,54181.858679345045,1266.1505708461934,31.718750000000004,7640.201954318688,167.46321538399258,57163.84402768825,16225.936987387122,5972.423711343762,25020.31017238404,40425.18520712406,152.50531013144428,43119.61108755029,545.6541749672842,51000.5088413278,325.20371801951666,56308.80530936582,138.75034697542642,1520.9604657855355,19655.71366723221,36664.11226224071,14062.521363386199,22907.22936352352,30135.013693913206,69.96529930611477,3122.1598258481768,2850.7866589398604,1068.5609476840373,6152.645026498232,376.744661143598,87.70221902552802,5254.986236974397,1077.6086834320845,1068.5609476840373,51746.278667544844,7304.547596799432,3209.6430424768655,41994.40938768782,22881.90988672121,24307.45206128043,26.06053305614869,45370.15877837213,21525.80773273581,12076.116535903557,8954.222622827127,418.72349438144835,53.05110322584941,13470.584901180227,23361.418273207913,2806.5668537680276,26707.564997661488,41832.181186348,10098.661777951442,23428.224661313005,56436.76656665578,479.22551071316224,381.3935739300953,1.971761261445764,12044.963128699175,9.26215944785266,268.49277090047946,16436.57985793632,11050.046190108795,14283.989411973966,5.08177634841207,459.57504648928483,3073.3029916924365,1263.6480549993187,36989.2257384854,40008.889939150285,62352.60098426069,39791.75436001148,3.1804143572183774,2.796799660372121,8530.44300187086,14762.032489007805,31899.602143480774,2214.887767928347,2669.7504203649155,1769.0188464486648,13225.151036766256,420.085453938083,2050.9581419562837,9435.314613687016,419.68695330087803,5256.667735553422,26029.925898022128,13782.994757529073,473.09062253448855,1251.1320439779613,12559.796010612443,212.3927646909885,17161.939046962572,58671.34796215338,7350.71651264493,2444.6091526859686,1093.8348205378713,16.254597068336658,43206.77290364858,46726.815361355504,23036.869533026424,44666.64177631279,52582.50071717225,4583.505551715948,7385.118951180379,48309.57959246182,3325.0918257332837,3269.0957732544425,20402.936172972768,34783.09546468458,24.88887732816153,0.0,2.294117647058824,3.7980358551647218,1709.941127672017,3125.9045742052795,25009.45766830092,40.342479512562015,0.0,4451.375280205386,56101.01529011958,56374.203306412055,0.0,1139.8280592612489,70353.29476696457,528.7263911225842,70.91189547168771,11.70829199207968,293.4678408081898,5315.546142760132,1697.0745784146466,4413.652690579988,2529.400652195709,0.0,55275.05628883286,28655.465668064855,61733.05514101421,52013.36410832468,53502.32689843586,40850.16026978407,27677.495219593355,284.2240326128321,227.9243960160633,0.0,1478.2259504044182,1629.717448248323,1478.2259504044182,200.58755081396495,0.0,41469.96575855753,39078.04628609755,10583.531659333803,0.0,253.6495745103963,253.6495745103963,2377.39,24397.06878587839,18486.742459533078,9722.14769636541,6.982825029457296,1110.4912680966365,1215.0006679110845,259.99958109310165,344.4521166414588,0.0,212.28117313859184,1215.0006679110845,39372.88628720482,0.0,33407.3291255186,1249.0028480158542,12795.824596697757,244.44986742258072,211.88259265231497,14128.52,124.69474364499605,844.4956935571012,126.05753193038086,208.0165348672987,0.0,60999.484410816505,56121.288832392194,3143.4496800964876,71.11304345983687,67935.20989176411,51295.2206009853,380.1280323617417,177.9093170523753,142.29631034826852,114.33797111209252,6265.93316090618,0.0,0.0,602.6279518364644,1564.0508622179,1491.1328543588554,601.80427427286,601.80427427286,10115.589136040948,10115.589136040948,10115.589136040948,420.1160301828428,1092.1379475674541,420.1160301828428,679.6116987470265,601.80427427286,1412.7166465907267,1412.7166465907267,1412.7166465907267,229.0464806990257,33927.4062920328,16939.69389942562,6483.278674438369,23.817777604681492,1743.3099780647747,47297.37229526243,16576.952743975166,156.5437013680836,10.05,0.0,66735.94745438434,67209.89834417889,59501.15659358138,57427.99699902471,67003.762243482,925.4113048178742,0.0,8.696549630309923,42621.72079925696,6998.647177379968,12612.788852044636,48443.98206305192,14177.06861360287,3676.423929881858,13058.867590582206,1135.180012399732,1117.0136780390164,14247.722736931513,67.86648962132949,11.068131720789223,6026.590199076422,14921.684946532334,67209.89834417889,16264.888986359265,0.0,0.0,16639.307862229707,125.69506312802852,49.81054941414664,15207.432418395867,15569.660209178208,13891.01434849437,255.10983299664466,43686.738845759704,43254.87519998732,44702.21047058502,173.08529788549527,32.042847598080186,80.15821050778699,34408.26,92.82311077932502,1791.1501436260057,6163.420135596532,2.0,140.9787594005681,8866.339260550583,14369.800625120137,33985.95926961763,1066.7076398024822,0.0,472.99165721643317,0.0,5832.100595775291,8791.071221933416,15599.523321316317,40753.04953487308,26713.2605087566,16913.886275193818,16.678891713383656,15907.854130449456,7.6979721315301015,16247.092101853665,53.05110322584941,39240.09118593124,44053.35645804721,10115.589136040948,0.0,517.4289784033842,0.0,24953.303932932256,493.35435132459855,0.0,1512.216192333877,1806.6341921526368,5148.955351916347,15627.98082525102,13698.358305393405,43218.88306847552,15987.877879831061,0.0,97.97961652390978,31.0409709163907,0.0,3.435954158532336,38852.662833004135,144.00561659202035,0.0,1964.936080601229,392.56635167618043,64.5317978519218,136.5439029108588,0.0,10.5832984155838,143.05628363448423,1661.317217463282,16853.841775670728,125.69506312802851,140.67086641166333,57757.96634497069,211.88259265231497,46540.745991109055,38060.58710310391,52309.7319366914,56272.16313287415,17455.358126077874,29376.6680721241,36378.24233343548,70474.02596750378,0.0,25944.30022612865,46178.736818289326,73152.93875283141,947.1118149903955,60578.916090984625,64220.46453986736,60578.916090984625,61671.20239111658,69604.232773355,44258.44404464248,2171.163846153846,9492.635805567554,10406.388293374745,139.61083637494434,17216.626493040003,5.69165400613814,1114.2068699254005,0.0,48164.726635207815,8732.713506700247,26221.16746705025,926.1310618765488,0.0,3735.1985039352926,236.4518579907565,1369.4702982157246,2254.9624039817727,4852.861663637045,0.0,7.589780551164106,28521.910289590636,0.0,44626.898537421555,0.0,3347.223513937116,1.4,3091.0941116069152,19.360949522255293,0.0,42736.736199855746,40008.889939150285,271.1233457942277,3.666666666666667,47715.03586440199,17374.44317003289,59939.488611782865,161.51018058457913,10482.565371876155,11917.211010926765,22864.897019218515,161.88256318520195,11670.869603078963,11467.239478539519,11765.786328708418,56121.288832392194,383.3984770263913,5839.822926371969,8545.965575156019,1051.3456116692564,22252.38476414302,66762.37459192825,44558.62872885558,231.8225247417478,5.202806274854784,2440.8760042053914,16372.957259859963,9167.883962822232,16114.398665118328,155.05496481318826,3605.591942358285,48337.03400233872,48337.03400233872,0.0,17248.902341038494,22054.633434731448,45249.371024807515,17302.238753244765,21122.4172740391,4516.837166929231,46544.2300183885,6525.67107845392,14634.559630987762,64178.40079761891,22435.3515424413,2180.4647549345696,26195.535044320266,38391.76419966116,11304.828434782747,535.9596566628879,27970.28693341625,0.0,58857.1361350193,57750.172634332026,41849.95798813629,5270.9991285084125,9957.80718114378,53496.57427065788,110.55905695612071,56436.76656665578
