#OTU ID,SRR6072276_ALAGAPPA_2017,SRR6072278_ALAGAPPA_2017
K01607,1920.0,857.01
K01608,186.55,56.58
K01609,2394.6400000000003,2239.34
K01610,1081.0600000000002,1397.26
K01611,793.5,694.0
K01612,0.0,0.0
K01613,2461.31,2273.67
K01615,0.0,0.0
K01616,172.0,0.0
K01617,188.33,50.83
K01619,1426.0100000000002,1347.09
K01620,2112.23,1551.09
K01621,527.22,141.0
K01622,39.0,60.0
K01623,815.0,224.5
K01624,1681.8,1842.83
K01625,1721.9,1313.27
K01626,2466.99,1877.99
K01627,2091.6400000000003,2135.84
K01628,989.58,520.5799999999999
K01629,0.0,0.0
K01630,65.5,21.5
K01631,499.0,81.0
K01633,2208.81,1735.67
K01635,5.5,31.5
K01637,1668.4699999999998,772.41
K01638,1509.9699999999998,907.41
K01639,51.0,84.5
K01640,1819.81,1265.67
K01641,272.17,202.83
K01643,14.0,26.0
K01644,1824.33,572.0799999999999
K01646,0.0,0.0
K01647,3519.65,2705.58
K01649,3417.64,3244.5
K01652,5133.27,3989.16
K01653,2253.63,2122.66
K01654,426.06,418.76
K01655,0.0,0.0
K01657,2661.31,2445.17
K01658,2258.31,2377.67
K01659,782.47,465.5
K01661,660.01,659.59
K01662,2291.1400000000003,2235.34
K01663,0.0,2.5
K01664,420.0,245.0
K01665,1203.48,1163.09
K01666,497.06,53.010000000000005
K01667,113.33,142.57999999999998
K01668,0.0,0.0
K01669,2078.4700000000003,1967.33
K01671,0.0,0.0
K01673,3593.67,2499.91
K01674,304.33,105.58
K01676,1233.9699999999998,885.1599999999999
K01677,0.0,8.5
K01678,0.0,8.5
K01679,2549.53,1955.92
K01681,3040.79,2701.76
K01682,729.8,600.8299999999999
K01683,0.0,0.0
K01684,559.84,358.01
K01685,580.84,527.01
K01686,453.84,487.76
K01687,3196.54,2958.61
K01689,2680.31,2481.92
K01690,969.22,372.25
K01692,4483.28,1587.24
K01693,1706.9699999999998,1696.91
K01695,2455.31,2313.67
K01696,2565.64,2416.25
K01697,1056.68,792.1700000000001
K01698,2571.31,2392.67
K01699,516.0,0.0
K01702,70.0,0.0
K01703,2522.31,2596.92
K01704,2484.31,2312.92
K01705,12.0,23.0
K01706,186.72,68.0
K01707,336.72,12.0
K01708,126.22,22.5
K01709,193.89,195.33
K01710,3130.9000000000005,3328.18
K01711,1470.34,1866.01
K01712,1676.98,1204.59
K01713,41.5,24.0
K01714,4451.120000000001,3650.43
K01715,976.51,889.75
K01716,602.22,528.5
K01719,2322.81,1698.09
K01720,691.22,209.0
K01721,54.0,88.0
K01724,2265.06,1633.42
K01725,361.22,132.0
K01727,0.0,0.0
K01728,45.0,8.0
K01729,93.94,48.0
K01730,60.5,52.5
K01731,0.0,0.0
K01732,0.0,0.0
K01733,2987.81,2804.92
K01734,541.84,597.26
K01735,2564.6400000000003,2421.84
K01736,2595.31,2455.67
K01737,2527.65,2667.93
K01738,3723.65,2447.49
K01739,1069.17,638.99
K01740,1874.92,1882.34
K01744,311.47,387.5
K01745,1950.26,1487.35
K01746,0.0,0.0
K01749,2536.31,2336.67
K01750,1058.94,409.33
K01751,28.0,69.0
K01752,2010.92,1501.26
K01753,292.08,141.32999999999998
K01754,4038.56,3076.68
K01755,2588.31,2390.67
K01756,2681.31,2505.67
K01757,0.0,0.0
K01758,753.89,389.33
K01759,2606.32,2380.27
K01760,1436.7600000000002,1045.01
K01761,820.72,597.25
K01762,6.5,1.5
K01766,42.22,24.0
K01768,2316.3500000000004,1652.51
K01769,0.0,0.0
K01770,1767.14,1659.59
K01771,5.0,2.25
K01772,2473.31,1814.67
K01775,2836.06,2520.17
K01776,2264.31,1956.17
K01777,13.0,8.0
K01778,2534.31,2384.67
K01779,593.3299999999999,219.58
K01781,19.0,12.0
K01782,1121.25,762.16
K01783,2690.31,2460.67
K01784,4665.14,4878.16
K01785,1601.5600000000002,1037.76
K01787,39.5,3.5
K01788,38.0,21.0
K01790,2232.83,2203.34
K01791,1549.13,1570.32
K01792,344.05,375.58
K01795,28.94,24.0
K01796,585.0,158.0
K01799,637.0,121.25
K01800,800.55,331.58
K01801,1057.5,464.66
K01802,2578.86,1484.83
K01803,2663.31,2464.17
K01804,302.34000000000003,357.01
K01805,604.84,798.01
K01807,1390.4699999999998,878.91
K01808,1605.18,1641.27
K01809,845.72,626.25
K01810,2601.31,2338.67
K01811,393.0100000000001,361.84
K01812,532.34,562.51
K01813,20.0,61.0
K01814,2437.65,2594.43
K01815,365.84,395.51
K01816,1582.1999999999998,976.35
K01817,2610.15,2484.68
K01818,0.0,9.0
K01819,0.0,0.0
K01820,202.84,157.51
K01821,847.3,467.33
K01822,648.0,56.75
K01823,882.01,743.59
K01825,134.47,297.5
K01826,256.97,201.0
K01829,52.0,40.0
K01834,1489.0,621.25
K01835,1470.06,1308.84
K01838,164.84,196.51
K01839,462.5,402.0
K01840,1932.92,1413.75
K01841,59.67,16.33
K01843,548.34,638.91
K01844,6.67,21.58
K01845,2706.81,2829.67
K01846,0.0,0.0
K01847,1798.34,1429.4199999999998
K01848,685.0,533.25
K01849,672.5,465.75
K01851,22.5,79.0
K01852,5.0,0.0
K01853,0.0,0.0
K01854,393.33,104.33
K01856,191.47,41.5
K01857,211.47,105.0
K01858,588.1800000000001,338.17
K01860,0.0,0.0
K01865,12.0,23.0
K01866,2720.81,2524.67
K01867,2798.64,2533.0
K01868,2683.31,2469.17
K01869,2663.31,2461.67
K01870,2682.31,2456.67
K01872,2829.81,2598.17
K01873,2717.31,2489.67
K01874,2663.31,2476.67
K01875,2663.31,2461.67
K01876,2653.31,2451.67
K01878,1576.9699999999998,1057.91
K01879,1609.9699999999998,1090.91
K01880,935.34,1296.76
K01881,2757.31,2533.67
K01883,2664.98,2472.5
K01884,12.34,20.26
K01885,3176.98,2866.5
K01886,1421.81,1493.17
K01887,2793.31,2476.67
K01889,2663.31,2461.67
K01890,2688.31,2456.67
K01892,2663.31,2456.67
K01893,1029.51,1108.59
K01894,1374.13,851.41
K01895,3600.99,3118.07
K01896,13.0,0.0
K01897,5320.21,4583.66
K01900,0.0,0.0
K01902,2647.31,2432.67
K01903,2647.31,2438.67
K01904,0.0,0.0
K01905,20.0,32.5
K01906,10.0,17.5
K01907,863.3900000000001,622.8399999999999
K01908,941.55,414.08
K01909,369.0,9.0
K01910,0.0,0.0
K01911,627.01,567.59
K01912,1381.14,1269.32
K01914,18.0,5.0
K01915,5467.83,4198.01
K01916,939.72,741.16
K01918,2461.81,2317.17
K01919,1739.4699999999998,890.91
K01920,1587.9699999999998,872.41
K01921,3078.15,2817.0
K01922,0.0,0.0
K01923,2673.31,2481.67
K01924,2799.31,2141.67
K01925,2685.31,2439.17
K01926,464.0,485.5
K01928,2632.31,2459.17
K01929,2662.31,2482.17
K01933,2530.31,2380.67
K01934,2044.98,1960.59
K01935,1744.48,1648.34
K01937,2663.31,2461.67
K01938,583.1700000000001,396.33
K01939,2696.81,2459.17
K01940,2528.31,2375.67
K01941,317.75,138.0
K01945,2530.31,2380.67
K01947,0.0,0.0
K01950,2040.09,1940.92
K01951,3420.28,3110.33
K01952,5014.15,4656.33
K01953,3859.84,2980.25
K01955,2795.31,2757.17
K01956,2727.31,2488.67
K01958,678.0,273.25
K01959,292.22,65.0
K01960,184.22,163.5
K01961,2668.65,2344.33
K01962,2143.31,1948.67
K01963,2349.31,1968.67
K01965,972.17,506.09
K01966,1546.84,1193.92
K01968,1244.4699999999998,750.91
K01969,1478.8,753.5799999999999
K01971,1491.91,716.61
K01972,2798.75,2479.67
K01974,96.42,84.83
K01975,1760.7199999999998,1386.41
K01989,396.83,333.33
K01990,14074.1,12007.64
K01991,3135.32,2414.92
K01992,13388.79,10802.7
K01993,2175.4700000000003,1174.17
K01994,108.0,65.0
K01995,4072.8,2321.05
K01996,4247.13,2396.63
K01997,4321.13,2318.63
K01998,4214.13,2432.63
K01999,5686.97,3085.79
K02000,472.44,235.0
K02001,418.44,211.0
K02002,661.6,388.0
K02003,8846.599999999999,8590.09
K02004,11583.8,10700.3
K02005,2993.19,2620.68
K02006,231.5,312.5
K02007,249.5,385.0
K02008,220.5,331.0
K02009,40.0,126.0
K02010,1739.11,1427.59
K02011,1464.49,1010.08
K02012,1663.82,1138.16
K02013,4110.38,3293.52
K02014,13268.42,10170.24
K02015,4043.88,3090.02
K02016,5200.88,3937.43
K02017,1602.4699999999998,1356.41
K02018,1980.47,1711.91
K02019,836.31,496.01
K02020,1948.44,1356.91
K02021,294.0,18.0
K02022,551.34,393.51
K02024,120.67,50.83
K02025,2232.67,1160.33
K02026,2298.67,1142.33
K02027,2464.67,1266.58
K02028,2332.68,1282.16
K02029,3175.81,1451.33
K02030,4459.03,3054.16
K02031,2468.17,1898.16
K02032,5174.41,2850.41
K02033,5231.08,3461.74
K02034,5259.08,3385.74
K02035,5887.22,3558.66
K02036,2385.47,2337.41
K02037,2351.47,2195.41
K02038,2363.47,2276.41
K02039,2418.47,2044.41
K02040,3459.03,3435.92
K02041,803.72,416.0
K02042,960.94,451.5
K02043,220.5,118.0
K02044,1432.06,937.42
K02045,1184.4699999999998,632.3299999999999
K02046,934.47,592.8299999999999
K02047,934.47,592.8299999999999
K02048,1230.94,788.8299999999999
K02049,4140.41,2511.75
K02050,3785.41,2420.75
K02051,3510.46,2459.74
K02052,1431.9299999999998,689.83
K02053,1517.9299999999998,703.33
K02054,1285.9299999999998,618.3299999999999
K02055,1590.81,923.24
K02056,2087.22,1140.66
K02057,3365.44,1980.32
K02058,1140.55,490.33
K02062,168.0,80.0
K02063,261.0,151.5
K02064,261.0,151.5
K02065,3642.88,3361.59
K02066,5217.38,3410.09
K02067,4874.71,2941.76
K02068,76.0,53.5
K02069,221.33,164.82999999999998
K02071,1040.6,394.99
K02072,1049.6,393.99
K02073,1204.07,442.99
K02074,375.33,221.58
K02075,500.33,195.08
K02076,108.0,65.0
K02077,677.3299999999999,440.08
K02078,4829.179999999999,3871.36
K02079,0.0,0.0
K02080,0.0,17.0
K02081,342.0,129.0
K02082,171.0,28.0
K02083,226.0,94.5
K02086,110.0,65.0
K02092,0.0,21.0
K02093,0.0,21.0
K02094,0.0,21.0
K02095,0.0,21.0
K02096,0.0,21.0
K02097,0.0,21.0
K02099,17.0,55.0
K02100,15.0,13.0
K02101,0.0,0.0
K02103,2.0,0.0
K02106,301.14,206.83
K02107,0.0,26.0
K02108,2653.31,2465.17
K02109,3236.48,2802.0
K02110,2868.31,2445.17
K02111,2667.31,2442.17
K02112,2667.31,2445.17
K02113,2565.31,2354.67
K02114,2667.31,2445.17
K02115,2667.31,2442.17
K02116,1365.8,794.5799999999999
K02117,45.0,43.0
K02118,45.0,43.0
K02119,0.0,26.0
K02120,45.0,43.0
K02121,45.0,43.0
K02122,0.0,26.0
K02123,45.0,43.0
K02124,45.0,43.0
K02152,0.0,0.0
K02160,2289.98,2127.0
K02164,542.8299999999999,130.32999999999998
K02167,193.47,70.0
K02168,335.69,293.0
K02169,1240.3,693.3299999999999
K02170,601.47,504.25
K02171,0.0,2.5
K02172,0.0,0.0
K02173,0.0,0.0
K02182,82.0,79.0
K02183,0.0,0.0
K02184,14.0,0.0
K02188,198.55,292.08
K02189,328.55,304.83
K02190,8.0,10.5
K02191,0.0,47.0
K02192,1148.8,636.5799999999999
K02193,1391.7199999999998,1056.41
K02194,1572.06,1369.42
K02195,1632.06,1416.67
K02196,683.55,506.33
K02197,1652.06,1395.42
K02198,1658.39,1413.75
K02199,1290.05,894.0799999999999
K02200,2206.94,1495.32
K02201,0.0,0.0
K02203,220.08,289.08
K02204,861.4699999999999,501.91
K02205,17.5,24.0
K02217,549.34,952.26
K02221,1918.8,1240.08
K02224,1034.89,632.8399999999999
K02225,488.55,256.58
K02226,844.1400000000001,555.8399999999999
K02227,1547.22,857.92
K02228,257.72,27.0
K02229,376.22,98.0
K02230,621.06,212.76
K02231,1210.14,659.34
K02232,1176.89,713.3399999999999
K02233,1312.14,982.34
K02234,273.56,174.26
K02236,108.0,65.0
K02237,1406.64,864.3299999999999
K02238,2551.31,2284.17
K02239,74.0,65.0
K02240,110.0,65.0
K02241,8.0,21.0
K02242,110.0,65.0
K02243,110.0,65.0
K02244,110.0,65.0
K02245,110.0,65.0
K02246,110.0,65.0
K02247,21.0,50.0
K02248,110.0,65.0
K02249,0.0,0.0
K02250,166.0,65.0
K02251,0.0,0.0
K02253,0.0,0.0
K02254,64.0,15.0
K02255,0.0,0.0
K02258,953.55,659.0799999999999
K02259,2179.06,1635.17
K02262,0.0,0.0
K02274,3085.23,2452.25
K02275,2973.23,2493.25
K02276,2842.23,2314.67
K02277,363.34,543.66
K02278,589.39,257.58
K02279,891.0,524.41
K02280,876.0,481.91
K02281,326.0,165.0
K02282,819.5,486.25
K02283,1436.67,758.9
K02284,0.0,21.0
K02285,0.0,21.0
K02286,0.0,0.0
K02287,0.0,0.0
K02288,0.0,21.0
K02289,0.0,21.0
K02290,0.0,42.0
K02291,1571.83,881.66
K02292,0.0,0.0
K02293,0.0,21.0
K02294,0.0,90.0
K02297,700.47,255.5
K02298,700.47,255.5
K02299,737.47,362.5
K02300,700.47,255.5
K02302,1365.3,907.33
K02303,1599.5600000000002,1262.6799999999998
K02304,383.0100000000001,455.84
K02305,282.83,178.82999999999998
K02313,2729.31,2552.17
K02314,2736.69,2505.67
K02315,218.66,178.5
K02316,2709.31,2435.67
K02317,0.0,0.0
K02318,0.0,0.0
K02319,0.0,26.0
K02322,0.0,26.0
K02323,0.0,26.0
K02334,2032.17,1753.24
K02335,2739.98,2502.0
K02336,118.22,60.0
K02337,2878.65,2757.18
K02338,2697.31,2444.67
K02339,1360.8,797.0799999999999
K02340,2644.31,2295.67
K02341,2682.31,2393.67
K02342,4245.77,3583.49
K02343,2689.31,2415.67
K02344,0.0,0.0
K02345,0.0,0.0
K02346,3222.65,2701.18
K02347,609.1700000000001,706.3299999999999
K02348,552.5,361.75
K02351,336.0,14.0
K02352,0.0,0.0
K02355,4741.54,3833.92
K02356,2970.81,2663.17
K02357,2663.31,2416.67
K02358,4133.28,3256.58
K02361,417.34,333.76
K02362,42.22,82.0
K02363,97.0,50.0
K02364,53.0,28.0
K02371,685.34,562.76
K02372,2205.31,1916.67
K02377,935.34,1003.01
K02379,1551.2999999999995,843.91
K02380,215.55,77.83
K02381,0.0,0.0
K02383,1.0,3.0
K02385,82.5,131.0
K02386,1400.55,880.5799999999999
K02387,1524.05,1244.58
K02388,1667.05,1344.08
K02389,1626.05,1264.58
K02390,1661.05,1372.08
K02391,1266.55,783.0799999999999
K02392,1998.55,1889.58
K02393,1496.05,1136.58
K02394,1495.05,1145.58
K02395,1182.55,669.0799999999999
K02396,1596.05,1226.58
K02397,1482.55,1041.58
K02398,1164.55,714.5799999999999
K02399,389.05,78.08
K02400,1714.05,1363.58
K02401,1701.05,1372.58
K02402,341.33,92.58
K02403,341.33,92.58
K02404,1248.55,916.58
K02405,1655.56,1448.07
K02406,2413.05,2369.08
K02407,1425.55,1064.58
K02408,1621.05,1309.58
K02409,1623.05,1300.58
K02410,1606.05,1251.08
K02411,1397.05,1050.58
K02412,1695.05,1325.58
K02413,1086.55,774.5799999999999
K02414,638.55,249.58
K02415,1597.77,1229.08
K02416,1632.05,1243.08
K02417,1707.55,1327.58
K02418,1101.55,732.0799999999999
K02419,1670.05,1358.58
K02420,1701.05,1352.58
K02421,1706.05,1332.58
K02422,1387.55,1138.08
K02423,361.33,142.57999999999998
K02424,296.22,146.0
K02425,0.0,0.0
K02426,1441.5600000000002,1191.76
K02427,1462.4699999999998,894.4099999999999
K02428,3289.65,3126.93
K02429,1205.52,823.78
K02430,0.0,0.0
K02431,101.0,49.5
K02433,3699.2,3099.75
K02434,2420.31,2338.92
K02435,2333.31,2292.92
K02436,0.0,0.0
K02437,2939.36,2576.25
K02438,1403.73,640.5
K02439,42.22,144.0
K02440,511.06,453.26
K02441,70.22,233.5
K02442,20.97,32.0
K02443,167.0,80.0
K02444,831.72,284.0
K02445,45.17,41.33
K02446,577.5,314.5
K02448,222.83,152.32999999999998
K02450,392.0,375.75
K02451,246.0,186.75
K02452,708.14,519.8299999999999
K02453,1757.02,1493.4899999999998
K02454,2302.72,1998.58
K02455,1546.6899999999998,1249.16
K02456,2115.27,1670.99
K02457,936.72,603.16
K02458,1208.9699999999998,762.66
K02459,1163.9699999999998,680.66
K02460,1206.4699999999998,741.66
K02461,1024.4699999999998,599.66
K02462,800.25,481.66
K02463,774.3,204.83
K02464,0.0,0.0
K02465,0.0,0.0
K02466,0.0,0.0
K02467,0.0,0.0
K02468,0.0,0.0
K02469,3015.98,2546.5
K02470,2965.98,2568.5
K02471,1043.55,234.08
K02472,248.0,340.0
K02473,208.22,149.25
K02474,1328.64,860.5899999999999
K02475,0.0,7.0
K02476,19.0,7.0
K02477,2593.88,2676.07
K02478,236.0,42.0
K02479,114.83,83.08
K02480,553.0,124.25
K02481,756.16,804.16
K02482,328.33,515.3299999999999
K02483,4389.129999999999,1917.82
K02484,1064.44,307.75
K02485,351.67,234.09
K02486,0.0,2.5
K02487,58.83,49.58
K02488,355.0,319.5
K02490,155.0,148.0
K02491,98.0,65.0
K02492,2176.65,2231.68
K02493,2878.31,2516.67
K02494,899.8,509.08
K02495,4520.200000000001,4037.01
K02496,709.55,431.58
K02497,108.0,65.0
K02498,1097.55,634.5799999999999
K02499,710.6700000000001,802.3299999999999
K02500,2508.31,2479.42
K02501,2495.31,2489.42
K02502,1093.4699999999998,901.91
K02503,2436.81,2386.58
K02504,0.0,0.0
K02505,0.0,0.0
K02506,0.0,0.0
K02507,0.0,0.0
K02508,83.5,29.0
K02509,102.5,60.0
K02510,718.5,415.25
K02511,0.0,0.0
K02517,3280.37,2875.09
K02518,3059.1400000000003,2653.0
K02519,2715.31,2490.67
K02520,2663.31,2441.67
K02521,0.0,122.5
K02523,2325.64,2319.0
K02525,57.5,74.0
K02526,0.0,0.0
K02527,1991.47,2141.67
K02528,2663.31,2474.67
K02529,5867.780000000001,4503.34
K02530,0.0,0.0
K02531,0.0,0.0
K02532,0.0,0.0
K02533,1038.83,560.0799999999999
K02535,1425.3,1066.58
K02536,2231.1400000000003,2421.59
K02538,0.0,0.0
K02548,1379.18,1541.68
K02549,715.5,281.0
K02550,0.0,0.0
K02551,639.01,637.59
K02552,284.67,328.83
K02553,661.8,433.58
K02554,343.72,111.0
K02556,2257.6,1729.66
K02557,3035.95,2612.99
K02558,1398.81,1230.67
K02560,6.0,17.0
K02562,0.0,0.0
K02563,2663.31,2461.67
K02564,758.34,855.51
K02565,0.0,0.0
K02566,362.34,208.51
K02567,131.82999999999998,71.58
K02568,115.83,71.58
K02569,176.16,94.66
K02570,115.83,71.58
K02571,96.83,42.33
K02572,77.83,59.58
K02573,194.33,64.58
K02574,163.32999999999998,50.58
K02575,1866.8,1073.25
K02584,151.84,265.66
K02585,56.0,125.0
K02586,63.0,122.5
K02587,56.0,122.5
K02588,70.0,122.5
K02589,8.0,4.5
K02590,8.0,4.5
K02591,63.0,122.5
K02592,44.0,82.5
K02593,26.0,60.5
K02594,56.0,93.75
K02595,26.0,60.5
K02596,48.0,118.0
K02597,52.0,94.75
K02598,21.0,50.0
K02600,2663.31,2461.67
K02601,2664.31,2476.67
K02609,508.36,412.59
K02610,484.36,346.59
K02611,483.36,393.59
K02612,484.36,346.59
K02613,821.6999999999999,692.8499999999999
K02614,308.99,177.57999999999998
K02615,65.0,78.0
K02616,685.6,220.41
K02617,256.85,136.41
K02618,245.36,150.82999999999998
K02619,1036.31,699.51
K02621,1848.14,1401.84
K02622,1891.14,1438.34
K02623,94.22,49.0
K02624,625.44,183.0
K02625,47.75,24.0
K02626,75.0,78.0
K02634,0.0,21.0
K02635,33.0,124.0
K02636,64.0,181.0
K02637,0.0,21.0
K02638,40.0,77.0
K02639,0.0,84.0
K02640,0.0,21.0
K02641,0.0,21.0
K02642,0.0,0.0
K02643,0.0,21.0
K02647,172.55,95.33
K02650,1451.23,954.9
K02651,1209.67,665.8299999999999
K02652,1888.09,2851.83
K02653,1868.14,2468.0
K02654,1852.97,1718.41
K02655,1241.14,811.5899999999999
K02656,900.8,522.5799999999999
K02657,849.8,575.5799999999999
K02658,1394.8,616.5799999999999
K02659,786.8,494.58
K02660,911.8,525.0799999999999
K02661,36.5,84.0
K02662,1347.9699999999998,1177.41
K02663,1132.9699999999998,887.9099999999999
K02664,1073.25,860.4099999999999
K02665,1054.4699999999998,712.91
K02666,1160.31,980.67
K02667,1226.25,793.91
K02668,1099.08,700.0799999999999
K02669,1899.81,2376.07
K02670,1606.41,862.41
K02671,1127.4699999999998,662.8299999999999
K02672,1175.8,696.3299999999999
K02673,509.22,206.0
K02674,1178.75,708.66
K02676,914.42,597.24
K02679,0.0,0.0
K02680,0.0,0.0
K02681,0.0,0.0
K02682,0.0,0.0
K02683,0.0,26.0
K02686,359.33,238.33
K02687,2344.31,2340.67
K02688,130.5,26.5
K02689,0.0,0.0
K02690,0.0,0.0
K02691,0.0,21.0
K02692,0.0,0.0
K02693,0.0,21.0
K02694,0.0,21.0
K02696,0.0,0.0
K02697,0.0,21.0
K02698,0.0,21.0
K02699,0.0,0.0
K02700,0.0,21.0
K02702,0.0,0.0
K02703,0.0,42.0
K02704,0.0,21.0
K02705,0.0,21.0
K02706,0.0,21.0
K02707,0.0,21.0
K02708,0.0,0.0
K02709,0.0,21.0
K02710,0.0,0.0
K02711,0.0,21.0
K02712,0.0,0.0
K02713,0.0,0.0
K02714,0.0,21.0
K02715,0.0,21.0
K02716,0.0,21.0
K02717,0.0,21.0
K02718,0.0,21.0
K02719,0.0,0.0
K02720,0.0,42.0
K02722,0.0,21.0
K02723,0.0,21.0
K02724,0.0,21.0
K02742,47.94,33.0
K02744,20.0,28.0
K02745,0.0,0.0
K02746,0.0,0.0
K02747,0.0,0.0
K02750,0.0,0.0
K02753,0.0,0.0
K02755,0.0,0.0
K02757,2.0,0.0
K02759,47.0,0.0
K02760,47.0,0.0
K02761,49.0,0.0
K02763,0.0,0.0
K02765,108.0,65.0
K02768,76.0,265.5
K02769,0.0,0.0
K02770,434.47,239.0
K02771,0.0,0.0
K02773,0.0,0.0
K02774,0.0,0.0
K02775,2.0,0.0
K02777,108.0,65.0
K02778,0.0,0.0
K02779,0.0,0.0
K02781,0.0,0.0
K02782,0.0,0.0
K02783,0.0,0.0
K02784,0.0,0.0
K02786,0.0,0.0
K02788,0.0,0.0
K02791,0.0,0.0
K02793,501.0,285.0
K02794,39.0,50.5
K02795,37.0,45.5
K02796,37.0,50.5
K02798,84.0,65.0
K02799,34.0,0.0
K02800,314.0,65.0
K02802,34.0,0.0
K02803,34.0,0.0
K02804,379.5,128.0
K02805,241.17,255.34
K02806,1231.2199999999998,1215.41
K02810,110.0,65.0
K02812,0.0,0.0
K02813,0.0,0.0
K02814,0.0,0.0
K02815,0.0,0.0
K02819,108.0,65.0
K02821,658.3299999999999,239.58
K02822,23.0,0.0
K02823,544.0,607.0
K02824,267.55,183.33
K02825,1812.12,2088.35
K02826,125.0,65.0
K02827,108.0,65.0
K02828,108.0,65.0
K02829,108.0,65.0
K02834,2669.98,2429.0
K02835,2663.31,2435.67
K02836,2664.98,2438.0
K02837,2120.81,1587.67
K02838,2663.31,2416.67
K02839,79.17,68.58
K02840,0.0,0.0
K02841,687.72,697.25
K02843,1118.22,1358.25
K02844,159.22,193.25
K02846,0.0,0.0
K02847,212.33,17.83
K02848,52.22,113.75
K02849,142.5,221.0
K02850,0.0,0.0
K02851,807.0,643.0
K02852,0.0,60.0
K02853,0.0,0.0
K02854,27.0,55.0
K02855,0.0,13.0
K02856,293.34000000000003,224.01
K02858,111.97,60.5
K02859,110.0,65.0
K02860,2541.31,1916.17
K02862,145.0,166.0
K02863,2663.31,2461.67
K02864,2616.31,2447.67
K02866,0.0,26.0
K02867,2663.31,2461.67
K02869,0.0,26.0
K02871,2663.31,2461.67
K02874,2663.31,2461.67
K02875,0.0,0.0
K02876,2663.31,2461.67
K02877,0.0,26.0
K02878,2663.31,2435.67
K02879,2663.31,2435.67
K02881,2663.31,2461.67
K02883,0.0,26.0
K02884,2663.31,2435.67
K02885,19.0,26.0
K02886,2663.31,2461.67
K02887,2663.31,2435.67
K02888,2662.31,2422.67
K02889,0.0,0.0
K02890,2663.31,2406.67
K02891,0.0,5.0
K02892,2663.31,2461.67
K02895,2663.31,2473.67
K02896,0.0,26.0
K02897,2661.31,2419.67
K02899,2663.31,2435.67
K02902,2835.31,2421.67
K02904,2663.31,2459.17
K02906,2663.31,2461.67
K02907,2590.31,2182.17
K02908,0.0,26.0
K02909,2909.06,2519.67
K02910,0.0,26.0
K02911,2594.31,2281.67
K02912,0.0,26.0
K02913,2891.98,2457.0
K02914,2320.31,2025.92
K02915,0.0,0.0
K02916,2643.31,2366.67
K02919,1647.9699999999998,1612.41
K02921,0.0,26.0
K02922,0.0,26.0
K02923,0.0,0.0
K02924,0.0,26.0
K02926,2663.31,2435.67
K02927,0.0,26.0
K02929,0.0,26.0
K02930,0.0,26.0
K02931,2663.31,2461.67
K02933,2663.31,2461.67
K02935,2663.31,2426.67
K02936,0.0,26.0
K02939,2663.31,2435.67
K02944,0.0,0.0
K02945,2757.15,2599.83
K02946,2663.31,2461.67
K02948,2663.31,2461.67
K02950,2663.31,2454.17
K02952,2663.31,2461.67
K02954,2845.31,2487.67
K02956,2651.31,2387.67
K02959,2658.31,2421.67
K02961,2650.31,2445.17
K02962,0.0,26.0
K02963,2835.31,2415.67
K02965,2663.31,2461.67
K02966,0.0,26.0
K02967,2663.31,2442.67
K02968,2663.31,2435.67
K02969,0.0,0.0
K02970,2432.31,2250.67
K02972,0.0,0.0
K02974,0.0,0.0
K02975,0.0,0.0
K02976,0.0,0.0
K02977,0.0,26.0
K02978,0.0,26.0
K02979,0.0,26.0
K02982,2663.31,2461.67
K02983,0.0,0.0
K02984,0.0,26.0
K02986,2750.31,2518.83
K02987,0.0,26.0
K02988,2663.31,2461.67
K02990,2630.31,2261.67
K02991,0.0,26.0
K02992,2663.31,2461.67
K02994,2663.31,2461.67
K02995,0.0,26.0
K02996,2663.31,2461.67
K03014,0.0,0.0
K03040,2682.31,2507.17
K03041,0.0,26.0
K03042,0.0,0.0
K03043,2663.31,2435.67
K03044,0.0,0.0
K03045,0.0,0.0
K03046,2668.31,2470.67
K03047,0.0,26.0
K03048,110.0,65.0
K03049,0.0,26.0
K03050,0.0,26.0
K03051,0.0,26.0
K03053,0.0,26.0
K03055,0.0,0.0
K03056,0.0,26.0
K03057,0.0,26.0
K03058,0.0,26.0
K03059,0.0,26.0
K03060,2089.47,1718.91
K03070,2906.31,2556.67
K03071,1363.8,787.0799999999999
K03072,2075.97,1741.91
K03073,2639.81,2341.67
K03074,2073.97,1711.91
K03075,2614.81,2379.67
K03076,2663.31,2461.67
K03077,8.0,8.0
K03078,0.0,0.0
K03079,0.0,0.0
K03086,3777.83,3990.85
K03087,578.55,473.08
K03088,19070.95,14653.3
K03089,1730.81,1060.74
K03090,367.0,384.0
K03091,554.0,380.0
K03092,2597.65,2421.18
K03093,111.0,71.0
K03095,110.0,65.0
K03098,781.52,523.0799999999999
K03100,3454.21,3028.34
K03101,2993.81,2646.33
K03105,0.0,26.0
K03106,2663.31,2425.67
K03110,2688.31,2426.67
K03111,4338.2,3473.67
K03112,67.22,82.0
K03113,597.56,945.76
K03116,3128.87,3063.93
K03117,1635.1899999999998,1169.91
K03118,2777.03,2593.17
K03119,1578.94,250.0
K03120,0.0,52.0
K03124,0.0,26.0
K03126,0.0,0.0
K03136,0.0,0.0
K03146,47.0,40.0
K03147,1819.97,1691.66
K03148,30.0,22.5
K03149,1974.97,1708.66
K03150,189.0,374.25
K03151,247.22,225.0
