#OTU ID,Abundance,Percentage
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia_401430;o__Acidimicrobiales;__;__;__,3.430095651886478,0.18587954716674637
d__Archaea;p__Methanobacteriota_A_1229;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;__,3.4236049529123087,0.18552781114869957
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Sporichthyales;f__Sporichthyaceae;g__Longivirga;s__,3.367392527490568,0.18248161616087435
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Aeromonadaceae;g__Aeromonas;__,3.3520966348379124,0.1816527198593315
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__RHKY01;s__,3.310733118941867,0.1794111988102748
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae_409200;g__UBA6170;s__UBA6170 sp001899005,3.284524139937594,0.1779909138843027
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus evryensis,3.2807870756360833,0.17778839946762282
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__Rectinema;__,3.238203383879238,0.17548075614108838
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_595422;f__Burkholderiaceae_A_595422;g__Achromobacter;s__Achromobacter denitrificans_593100,3.2117682629375746,0.17404821640790857
d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;__,3.179734188288602,0.17231226502521696
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tenuifilaceae;g__;s__,3.1780198848663743,0.17221936559144907
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;__;__,3.1559780188500697,0.171024899754449
d__Archaea;p__Methanobacteriota_A_1229;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA412;s__UBA412 sp002495685,3.1417778818536903,0.17025538330287687
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae_390796;g__Phycicoccus_A_390395;s__Phycicoccus_A_390395 elongatus,3.1095795889172853,0.16851053280365838
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__OLB9 sp001567255,3.096210071564477,0.16778602827562542
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__VXPC01;g__VXPC01;s__,3.065167977215088,0.166103833075734
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Microbacter;s__,3.038653509039346,0.16466699345431893
d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales_A_2632;f__Methanoperedenaceae;g__Methanoperedens_A;s__Methanoperedens_A sp002487355,2.990369329701486,0.16205043627880597
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000;g__Proteiniclasticum;s__Proteiniclasticum ruminis_A,2.9894263016195857,0.16199933285469803
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae_390796;g__Ornithinibacter;__,2.967584450409068,0.16081570597535383
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__JAAYBP01;g__Aquihabitans;s__Aquihabitans daechungensis,2.910371212355047,0.15771527617376047
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;__;__,2.9012850849755694,0.15722289187483637
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A_504721;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;__,2.8980910308265293,0.15704980360001725
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;__;__,2.8872586884903026,0.15646279055648724
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Faecousia;s__,2.8842134846638827,0.1562977685962471
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales_616009;f__Xanthomonadaceae_616009;g__Stenotrophomonas_A_615274;__,2.869503471935301,0.15550062158278058
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592522;f__Burkholderiaceae_A_592522;g__Hydrogenophaga_590439;s__Hydrogenophaga soli,2.853301369986773,0.1546226170957379
d__Bacteria;p__Desulfobacterota_G_459546;c__Desulfuromonadia;o__Desulfuromonadales;__;__;__,2.851596788446055,0.15453024449827896
d__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__;g__;s__,2.849915982837966,0.1544391603370734
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae_966727;__;__,2.8489708222705388,0.15438794135191866
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__UBA1444;f__UBA1444;g__UBA1444;s__UBA1444 sp012798135,2.8242923816977017,0.1530505974921527
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;__,2.8173303946537036,0.15267332200760245
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1412;g__UBA1412;s__,2.8079938826061404,0.15216736916906762
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597439;f__Usitatibacteraceae;g__Usitatibacter;s__,2.782842594463148,0.15080440133226442
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Contendobacter;s__Contendobacter odensis_A,2.7810630163245373,0.15070796461092376
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Microbacter;s__Microbacter margulisiae,2.751959587260734,0.14913082718841367
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum saccharofermentans,2.7493517432200876,0.14898950609461553
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;__,2.7275014510866633,0.14780542179510386
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales_650612;f__DT-91;g__DT-91;s__,2.7234320847361544,0.1475848996723251
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__Flavobacterium;__,2.711228904981972,0.14692359988453224
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;__;__,2.699716233240724,0.1462997192622045
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae_785641;g__UTCHB3;s__UTCHB3 sp002050155,2.685391627124611,0.14552345773237202
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;__,2.6784784434080806,0.14514882693803763
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae_409200;g__Longilinea;s__Longilinea arvoryzae,2.6768560783430475,0.14506090971524482
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;__,2.649349862318438,0.1435703265077144
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;__,2.638872651505349,0.14300255831721614
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597432;f__Rhodocyclaceae;g__Oryzomicrobium;s__Oryzomicrobium terrae,2.623419180573942,0.1421651227263735
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__,2.6224662859117434,0.14211348462461684
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae;g__Anaerovorax;__,2.6190596024279094,0.1419288738010186
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;__;__;__,2.608700776585061,0.14136752098399474
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__Cloacimonas;s__Cloacimonas acidaminovorans,2.6084741208328097,0.14135523833276076
d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_A;f__Planococcaceae;__;__,2.6068569725786905,0.14126760381300277
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;__;__;__,2.5917168849113903,0.14044715070461353
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309;g__Limivicinus;s__Limivicinus sp002320035,2.5764010907090227,0.13961717592263642
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae_409200;g__UBA4782;s__UBA4782 sp002403095,2.535459061019536,0.1373984955384367
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Filifactoraceae_235894;g__Proteocatella_235853;s__Proteocatella sphenisci,2.5324765450503617,0.13723687068186372
d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;__;__;__,2.5297698703320033,0.13709019387688906
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis,2.522621224953548,0.13670280323223688
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885;s__GCA-2746885 sp002746885,2.5184683707195465,0.1364777568362155
