,BIOFILME,CHORUME,LODO,OLEO,PEIXE,SEDIMENTO,SOLO
PWY-5420,1.2888784919952488e-05,4.878741639518478e-05,0.00043587211806116156,0.0003101887225884006,0.0005637319330212252,0.0003701079021565896,0.0009573825095343193
PWY-5427,0.0,0.0,1.7278347256139897e-07,0.0,0.0,0.0,0.0
PWY-5430,0.0,3.0067023793472748e-05,0.00030968821461828627,0.00021617779409747632,0.0002935269022914288,0.00023191304615630763,0.000503811020079875
PWY-5431,0.0,0.0001720899383164686,0.0005818801364082481,0.00021764948769600092,0.0005646298952443175,0.00024855702881738554,0.00034065566086226886
PWY-5484,0.005357812071994181,0.005576686294465695,0.005884074298189701,0.004829964737005969,0.005504812599745887,0.005951687959219654,0.0049658385834268825
PWY-5499,0.0,0.0,4.814847897521901e-07,0.0,3.245586558938659e-08,0.0,0.0
PWY-5505,0.0007808331737987881,0.004731738311232916,0.003273766187281537,0.003505827823540455,0.0034686295344754834,0.0035379613455155407,0.003175589510815833
PWY-5507,1.0942476251609018e-05,0.00017690592997095508,0.00042340705281257635,0.0009632771443579374,0.0003918593010416328,0.0006972871893667072,3.2421744855755945e-05
PWY-5509,0.0014182868643311949,0.0018123715679432175,0.003845714242688882,0.003644700473137515,0.003451320631849169,0.0029711138342900477,0.001904058053945532
PWY-5529,0.0,3.462332467565309e-05,7.015543563801592e-05,0.0,5.419386100886052e-05,5.1542475122352976e-05,7.481092113091102e-05
PWY-5531,0.0,3.001056975759517e-05,0.0001539597648272432,0.0,0.0003898020624487925,0.0001654040797522945,0.00019637575336541532
PWY-5532,0.010251971230095405,0.002001131521584418,0.00013089461087455032,8.726789461826189e-05,8.308160645175067e-05,0.0002573688311515578,0.0
PWY-5647,0.0,1.7661480613956018e-05,0.00011254823507466584,7.560858911819238e-05,0.00011381054135328938,0.0001508076444661877,0.0006821949254392717
PWY-5651,0.0,0.00011961245425702129,0.00023962870427829766,0.0002419816762251509,0.0006161631327558085,0.00031906419977039,0.0010563206282860492
PWY-5654,0.0,1.785450285514827e-05,0.00014149947728941836,6.737022707230452e-05,0.00019495045486583025,0.00015425578453666762,0.0006815209267424122
PWY-5655,0.0,2.9462990103260335e-05,0.00015731832165037538,0.00013630943130776274,0.00018212992015482812,0.00024003796233299003,0.0008493583792990397
PWY-5656,0.0,0.0,8.916584621954993e-07,0.0,0.0,0.0,0.0
PWY-5659,0.013786278045476288,0.008639828591733758,0.006257622641423428,0.005324487784458882,0.0054964944822968095,0.0064855354072086615,0.0059065801641455746
PWY-5667,0.0022871423411631596,0.007948892036423037,0.00777167229508079,0.0069876811443177035,0.007268225156018598,0.0077414864083143,0.006922860927266824
PWY-5676,0.00015580442915317648,0.0004452310816246526,0.0016975548528281943,0.0015918740501152733,0.001724085308800099,0.001476710079346695,0.0006372943638187958
PWY-5677,4.783708766834236e-06,1.0072290152350154e-05,0.00010351236948351427,0.00021916657364422188,1.6214887242102993e-05,4.417335483434384e-05,8.855264576738786e-06
PWY-5686,0.014677064188209252,0.00962218901483402,0.007184149159037772,0.006249110955042669,0.006534295041810394,0.007018520043498751,0.0061876081294789395
PWY-5695,0.004843766791164127,0.007265338680290513,0.006116212586206365,0.005674728229924921,0.005528565478124559,0.005844275470479423,0.004933585706602498
PWY-5705,2.2834646003530248e-07,5.384047216530416e-05,0.0005358842432948181,0.0003268961268999191,0.0002264245187569453,0.0002957769384375182,0.0004753451489971559
PWY-5741,0.0,2.5198672071601586e-05,0.0002889489590195393,0.0003242020327169111,0.0008723667658849749,0.0002923074353088649,0.0002520473499490226
PWY-5743,0.0,2.0154526591821306e-05,8.62975710429244e-06,0.0,1.0919147911916601e-07,0.0,0.0
PWY-5744,0.0,1.6194570847223696e-05,8.595911460975046e-06,0.0,1.0897643014886284e-07,0.0,0.0
PWY-5747,8.713764565528338e-06,0.0008874925583451378,0.0011201681205673462,0.001234558426065655,0.0013827380522780355,0.0009393161850944524,0.0014261196543346516
PWY-5789,0.0,0.0,5.09367992956136e-07,0.0,0.0,0.0,0.0
PWY-5823,0.0,0.0,3.033888517770182e-06,0.0,0.0,0.0,0.0
PWY-5837,4.046573901891408e-06,8.53548560081173e-05,0.000540999736608772,0.0010075021389264957,0.000986702440446638,0.0007187209765670367,0.0011702201235061062
PWY-5838,1.3129147096837775e-05,0.00022152861600121791,0.0011088840247151816,0.0017036216924082134,0.0019480131550864374,0.0016861174173101318,0.002313003368165049
PWY-5840,1.3178925634522156e-05,0.0002112006747860111,0.0010805638318370275,0.0016983266290692535,0.0019258795199244005,0.0016743900924394979,0.002150363641589762
PWY-5845,1.0045305269030423e-05,8.523819218655987e-05,0.0007266555582257598,0.0013335084418923666,0.0014440001431839178,0.0011459923353048112,0.0018633685400851047
PWY-5850,1.0045305269030423e-05,8.523819218655987e-05,0.0007043248935210536,0.0013335084418923666,0.0014440001431839178,0.0011459923353048112,0.0018633685400851047
PWY-5855,2.3017026081118348e-05,0.0014327490975366444,0.0033284705551479814,0.002526401080756131,0.003336495244856562,0.0027738658842642937,0.003741123878666205
PWY-5856,2.3017026081118348e-05,0.0014327490975366444,0.0033284705551479814,0.002526401080756131,0.003336495244856562,0.0027738658842642937,0.003741123878666205
PWY-5857,2.3017026081118348e-05,0.0014327490975366444,0.0033284705551479814,0.002526401080756131,0.003336495244856562,0.0027738658842642937,0.003741123878666205
PWY-5860,6.726526427644194e-06,5.9504281462021324e-05,0.0005432169698745947,0.001015023675076601,0.0010718105777771229,0.0008147452918906612,0.0013955302949271422
PWY-5861,8.80349343624531e-06,0.00015468794132688656,0.0008475225689470458,0.0013650003446648888,0.0015048840819251092,0.0012351473632582375,0.00178629752143864
PWY-5862,6.726526427644194e-06,5.9504281462021324e-05,0.0005592921204880571,0.001015023675076601,0.0010718105777771229,0.0008147452918906612,0.0013955302949271422
PWY-5863,4.624228480114031e-06,9.625865927925985e-05,0.0005867900631567901,0.001075890915085024,0.0010874301502039176,0.0008048922719191552,0.0012704915355771246
PWY-5896,1.0045305269030423e-05,8.523819218655987e-05,0.0007043248935210536,0.0013335084418923666,0.0014440001431839178,0.0011459923353048112,0.0018633685400851047
PWY-5897,1.160790351274744e-05,0.00020009398100860796,0.0010318320686889396,0.0016147547229754305,0.0018430926407271952,0.0015578101555410444,0.002176607377017332
PWY-5898,1.160790351274744e-05,0.00020009398100860796,0.0010318320686889396,0.0016147547229754305,0.0018430926407271952,0.0015578101555410444,0.002176607377017332
PWY-5899,1.160790351274744e-05,0.00020009398100860796,0.0010318320686889396,0.0016147547229754305,0.0018430926407271952,0.0015578101555410444,0.002176607377017332
PWY-5910,0.0001468203553236911,3.244162392343978e-05,0.0004746265845707871,0.00040310650475475684,0.0006513040933338818,0.0005384118073918384,0.0003973930909920759
PWY-5913,0.0010774374300086232,0.004805400861278348,0.005271566023850532,0.005061745764502957,0.004386259154460826,0.0034705742173127383,0.004603864724413421
PWY-5918,7.850476023086657e-05,0.0023992998154181667,0.003931376440738912,0.0033155780186639836,0.004002590792325164,0.003997515098649552,0.004645060453963141
PWY-5920,3.542834725905865e-05,0.0009182768838232641,0.001929439703019539,0.0016686517617569823,0.0024333672133642114,0.0028040713554573315,0.0027570258448002182
PWY-5941,0.0,3.3734959881725442e-06,0.0002261476260408431,0.00019075001888392332,0.00011965577935288939,8.094860449935446e-05,0.0001753648568321428
PWY-5971,2.0809236041295224e-05,0.00024691847051199004,0.0022058616990444416,0.003825035407240259,0.003034337929497119,0.0031694285369776453,0.0036544054625491196
PWY-5973,0.00244210493404374,0.006699092515575815,0.008572460050461693,0.008103820478997582,0.007258122815131105,0.007253639523968565,0.008118701755450321
PWY-5989,2.1098904442957167e-05,0.002347921981055625,0.003996955696097847,0.004386258636474506,0.0042775449214317645,0.0033480061818913676,0.006230297166359873
PWY-6071,3.8509085813630523e-07,2.2172494734987804e-05,9.871475531633967e-05,0.0,0.00016487609467361,0.00019634777835232707,0.0006101851168299499
PWY-6107,0.0,1.4234592010998607e-06,4.239254196799248e-05,1.8232361413229935e-05,6.170368152114245e-05,1.2835835944743348e-05,6.745990970670888e-05
PWY-6113,0.0,0.0,1.7255949174192877e-05,0.0,0.0,0.0,0.0
PWY-6121,0.01412640320171178,0.009452328203787086,0.007283887331716415,0.00617633289734165,0.006422128742122313,0.006634625563229663,0.006024394849105825
PWY-6122,0.014656060431346317,0.009519457532637584,0.007122392766055432,0.006045747747799299,0.006314245451210464,0.006592507069927467,0.005878066770589928
PWY-6123,0.012311833005464451,0.008427608838728066,0.006354816407723618,0.005526030228433573,0.005567942739176342,0.006049226770304491,0.0052395499074323
PWY-6125,0.013531913204114357,0.008133971216815614,0.006150975879256034,0.005637318323161175,0.00572813166534518,0.006462872962195357,0.006027469250458132
PWY-6126,0.013836658107957088,0.009490260882964369,0.0071298689473361975,0.006567886025609605,0.006345433604600294,0.007128426069957642,0.006434213307703617
PWY-6141,0.00011029928786001258,0.00013107315787510754,3.679827549302176e-05,2.0335222506637973e-05,0.00014013813001685928,9.066513983538908e-06,0.0
PWY-6142,0.0,0.0,3.538325199105169e-07,0.0,0.0,0.0,0.0
PWY-6143,0.0,1.2317595611031095e-06,1.1202126526850104e-05,7.282704584624873e-06,8.487411612890134e-07,7.379462603498675e-07,0.0
PWY-6147,0.0004970107933500742,0.006036843844618073,0.0046535254489639445,0.004772289369063817,0.00501476407794878,0.004221198372997028,0.005016414863780429
PWY-6148,0.00037277902499564114,0.0009912725094420977,0.00010243412771708355,9.802305674904868e-05,0.0002882250116408744,0.0003011066765659774,0.0
PWY-6151,0.0019830547803728216,0.0017864468002957898,0.0024388857803044903,0.0029391689706114456,0.002573293211313943,0.002076612191325226,0.0022142442253530346
PWY-6163,0.006261401448229445,0.00686149572194705,0.0064083196463783285,0.005759520740117648,0.005859875645683049,0.00634431457793555,0.005398514970495035
PWY-6165,0.0010124446604221867,0.002008007837080304,0.00012326284322605312,0.00019861178563784478,0.00015644600275456136,1.74737288478653e-05,0.0
PWY-6167,0.0004309853550462647,0.0005207203452869692,5.486038331610859e-05,7.222424449822103e-05,0.0003529415083817229,2.552245368699883e-05,0.0001138855844829462
PWY-6174,0.010610074601110167,0.0018496283808715432,0.00016028214766140118,2.6191176011552437e-05,0.00025159151484057253,0.00037385783190550196,0.00010174607910967722
PWY-6182,0.0,0.0001607843217467714,0.0005060807073143727,0.00023533324834250078,0.0005926408242693614,0.00022176454356884147,0.0003691798002489883
PWY-6185,0.0,0.000158211283359108,0.0001600674469414751,0.000149515465866655,0.00014917037991370532,0.00021335142202601559,0.00033827687990762505
PWY-621,2.2583540722077655e-05,0.0020180151268263534,0.0016946670424264636,0.002036912499981743,0.0017441089038756662,0.0012315095663238244,0.0012235306048816795
PWY-6210,0.0,9.612455631624842e-06,7.661924868411873e-05,4.10104417283156e-05,9.930488132265663e-05,0.0001176074958611003,0.0003629170124509399
PWY-622,0.0,1.5676650683525029e-06,8.43020126549917e-05,0.0,7.1901052695311154e-06,2.648095023455268e-05,0.00030719467401264404
PWY-6263,0.0003108868605543641,0.0008535925641923953,0.0018002896277594543,0.001204367176813894,0.0013362002387470769,0.0023766317395397265,0.001459526867982194
PWY-6269,0.001528543975266082,0.002113473605279078,0.0038796333644922866,0.003658908269311593,0.0034707691010539498,0.0029841675307141716,0.001915006865173622
PWY-6277,0.014656060431346317,0.009519457532637584,0.007122392766055432,0.006045747747799299,0.006314245451210464,0.006592507069927467,0.005878066770589928
PWY-6282,2.1062867546714672e-05,0.0023037219783582966,0.0039657360310919,0.004374651054604785,0.004127017836056267,0.003273627130750839,0.00614812176465913
PWY-6284,0.0,0.0,5.867056209338584e-06,0.0,0.0,0.0,0.0
PWY-6285,0.0,0.0,1.104266504935575e-05,0.0,0.0,0.0,0.0
PWY-6317,0.0016402417671393193,0.0023567538185496643,0.002174710479695536,0.003916106878190104,0.002702098805032799,0.0028133823781440136,0.0018259284598339987
PWY-6338,0.0,1.78031635962607e-05,0.0001522203174943042,0.00012180952096534564,0.00010255602544865216,3.782495862037443e-05,0.00017917355719634307
PWY-6339,0.0,7.055053221433464e-06,0.00012884855115424004,0.00025756704060240923,0.000274755938329315,0.0001233156056096176,0.0002568996419544982
PWY-6349,0.010345067737215644,0.0021539462289621794,0.000141893007073832,5.205393655104066e-05,0.0001882916912944336,0.00024816579420104424,0.0
PWY-6350,0.011475820967554961,0.0022052513515177213,0.00014758331143931643,5.000756134239457e-05,0.00017660331256804968,0.00026737624526485134,0.0
PWY-6353,0.00012388543221984874,0.0019674917598979597,0.0030903199922172296,0.0037559666457845572,0.004109506989284731,0.003686424904004359,0.003401366420343788
PWY-6383,0.0,3.613317801692763e-05,0.00017556859458823818,3.058499367001839e-05,0.001303316409634713,0.0003051791112148057,0.0004236657724208581
PWY-6385,0.002168071758877213,0.006187690584680931,0.006277956286631135,0.005727776514852999,0.005568977034891299,0.006048589871757212,0.005102096494118344
PWY-6386,0.002141902353313283,0.006126522397596828,0.006278218541947601,0.005761223588067472,0.005542401848076725,0.00606803473042622,0.005048500398385678
PWY-6387,0.0022142410248623787,0.0063315196819757995,0.006429920267588137,0.005836517966643011,0.00568320805492371,0.006184200609764785,0.005250834681768117
PWY-6396,4.566244567853663e-06,2.4515408940320248e-05,0.00022015796562361868,0.0003750003674284008,0.0004086628254169458,0.00022482062814068197,0.0004973403864183962
PWY-6397,0.0,4.538476243077394e-06,3.9301020484559356e-05,0.0,0.00021995370324979496,5.325160437135356e-06,0.00019243499769946315
PWY-6404,0.0,1.1353427093632727e-05,5.1347606088819345e-05,0.0,0.0006314732203160768,1.9492749120927283e-05,0.0005897417086514217
PWY-6467,0.00014522834858245239,0.004873507889635452,0.00440800986005914,0.003694351200958472,0.0029845790843380593,0.003909620334751133,0.0042842176410797005
PWY-6470,2.4092815484748284e-05,1.3147254837168343e-05,3.5426391329290996e-05,0.0002288811414787942,0.0003335700135961387,0.0003473541465523019,0.0
PWY-6471,0.00010057372617535128,0.0002536944430344055,0.0006556006771936538,0.001591049291738097,0.0008403501697781743,0.0007764504721622692,0.00029734579203899225
PWY-6478,3.7935849786730155e-05,0.0008729728459959239,0.0006354480316865547,0.000242409991931461,0.0004513355954006995,0.001165369781067266,0.0009366847801145805
PWY-6486,0.0,2.832754629054449e-07,1.7341414646511518e-08,0.0,0.0,0.0,0.0
PWY-6505,0.0,1.9967911664515635e-05,0.00012849012015065035,8.576437092212288e-05,0.0001631208167737723,0.0002087338853257538,0.000618366685528795
PWY-6507,0.00012178151311249264,0.0012558081791545933,0.0012039110805943686,0.0022908810768250375,0.00043961263944784925,0.0006555189217867502,0.0012128571719737938
PWY-6519,2.0686423248007363e-05,0.002035305961969929,0.0035179616432315136,0.0032736910202358057,0.003625239044079305,0.002976197602933215,0.0044793137287530305
PWY-6545,0.0025634619848183132,0.004813694172193266,0.0036383376888092867,0.0027421330704754743,0.0031627684319781905,0.0035484024378807134,0.0020475121041595894
PWY-6562,0.0,0.00015108605022491134,0.0002832831466731219,7.533852543824058e-05,0.00030048906460392277,0.00015436046543623128,0.0002981781423685675
PWY-6565,0.0,0.0,1.744823547982694e-06,0.0,0.0,0.0,0.0
PWY-6572,0.0,6.699346532419931e-05,9.479129809715839e-05,0.0,1.673660164812844e-06,0.0,4.386491280617337e-06
PWY-6581,0.0,0.0,2.0616317673541326e-06,0.0,1.983415161114436e-05,0.0,0.0
PWY-6588,0.00015925278550361137,0.0008260454979896833,0.001552468722939264,0.0017189745323776882,0.0009555334069002297,0.0012966880856898455,0.000268409700218573
PWY-6590,0.00012337832420767657,0.0012451473849139619,0.0015127254295086647,0.0027779829408782924,0.0017323166178643142,0.001906136807835261,0.0006626864388063578
PWY-6608,0.00022849235633412842,0.0022094810949750817,0.0033272055574309757,0.0034764076594958437,0.004063927174746059,0.0036240434015447544,0.0033982292942135155
PWY-6609,0.0023483298898822206,0.005772169485899849,0.004678233936852733,0.005396585927179022,0.004103340561404382,0.0052192108913426865,0.0032336910359798492
PWY-6612,0.0006357133749251393,0.0037836056181658833,0.004565680295683639,0.004676856603558295,0.004748791380555618,0.00427049065298157,0.0047764866733750674
PWY-6628,0.00013413928116994884,0.0023956444820677904,0.00402007990343566,0.004327153609201972,0.004473337856441861,0.004072621426088732,0.0040518249058292075
PWY-6629,2.7382620026411274e-06,2.362360385429272e-06,7.51524434000433e-05,0.0011034254147405484,3.712051210537603e-05,1.873829367956924e-05,0.0
PWY-6630,0.00013413839370646756,0.0022531523713176815,0.003945564002685394,0.004255895929505236,0.004414742159927784,0.004034278861078745,0.003987044285848108
PWY-6641,0.0,1.090323309496202e-06,0.000131077373979327,0.0001448742535830448,0.00013723874030069643,7.000569343015225e-05,0.00011163013732524739
PWY-6654,0.010322042955201751,0.002301201268009997,0.00017128425529494863,8.511512559934158e-05,0.00024483004043789183,0.00032349621588175886,5.319132131908608e-05
PWY-6690,3.276275296158687e-07,7.5140379119735165e-06,7.52592352467745e-05,8.761702828297755e-05,0.00023127265266419824,1.2823817531541095e-05,0.00034969226437745604
PWY-6700,0.0018716520145005144,0.00555787749757327,0.004977847252789854,0.004382785406023784,0.004106681026113088,0.004286072783814291,0.004733630118373015
PWY-6703,0.010393400020396893,0.0062396174715959474,0.004830992939486239,0.004030116501683906,0.003164516980349646,0.004709608992693079,0.004661185883771136
PWY-6708,2.3017026081118348e-05,0.0014327490975366444,0.0033284705551479814,0.002526401080756131,0.003336495244856562,0.0027738658842642937,0.003741123878666205
PWY-6713,0.0,0.0,3.2652933242425227e-06,6.329026125355034e-05,4.603627591258322e-06,7.275876434606784e-07,0.0
PWY-6728,0.0,7.328746668895506e-05,0.0002931648299869588,0.0006181070031914653,0.00020660631784811658,0.0006457691624671187,6.291313105360368e-05
PWY-6731,0.0,0.0,1.5295713152853156e-05,0.0,1.6183892609416137e-06,0.00011291581772204046,0.0
PWY-6737,0.0029639420911375886,0.0035343293613108217,0.003607899791181012,0.004822033365279345,0.003960097369278729,0.00325008390620348,0.0032624635866425364
PWY-6749,1.3692200066063875e-05,6.987759112394558e-05,0.0003134306642354823,0.0002950297346097692,0.0001066295172903268,0.00025457369429913697,0.0005211689794134835
PWY-6760,0.0,0.0,1.6480943420951855e-08,0.0,0.0,0.0,0.0
PWY-6830,2.6832019344070023e-05,0.00021418687094824416,9.922688353907458e-06,0.0,4.1387447925245535e-05,2.2606667025102674e-06,0.0
PWY-6876,0.0,0.00025588756854142135,0.0001569757710957649,0.0001057456774253876,0.00011294846655339817,0.000140159735357796,0.0001185009864595194
PWY-6891,5.3532037974630176e-05,0.0007292863553967856,0.001098492503763091,0.0018783857556266728,0.0008642221568136317,0.0007475512839976875,0.00040686098361108596
PWY-6892,0.0011009022371562915,0.0022135117512751996,0.002908502530429386,0.003647732179323888,0.0024205378209560986,0.002706476714005914,0.0013817722888278948
PWY-6895,0.00026236400842410176,0.0019402043950024813,0.0024100225753929966,0.0033390966893541204,0.002053654552210781,0.0023672547092741278,0.0015141260706340225
PWY-6897,0.011283610502641568,0.006121424553739349,0.005277434202282561,0.004427282757475888,0.004749969323316738,0.005321169338287958,0.0047874252668752264
PWY-6901,5.112353124435734e-05,0.0022644867536424336,0.002239794804809821,0.0037380240488738576,0.002777911929218689,0.002505509397356184,0.002125475531501131
PWY-6906,0.0,0.0,1.1970779186114131e-05,0.00020253820305866013,1.4731010573822148e-06,2.7361267350733824e-05,0.0
PWY-6944,0.0,1.3877610613054261e-05,6.106299940448402e-05,4.345330867158231e-05,0.00027490637323617027,5.909996329579851e-05,0.0004799117873707807
PWY-6948,0.0,4.396572702687514e-06,1.339813015903276e-05,0.0,0.00014649799448848043,7.089437119504014e-06,0.0003139016809297167
PWY-6956,0.0,0.0,2.823476731632218e-07,0.0,0.0,0.0,0.0
PWY-6957,0.0,4.86660752390068e-07,1.5724197016278963e-05,0.0,1.1867108943438465e-05,7.818645056163803e-06,0.0001932247052431845
PWY-6969,0.0012067594636494098,0.00550300302456421,0.00673365886126391,0.00585303766787244,0.006279478300750281,0.00698164143193739,0.0070011560799507185
PWY-6992,0.0,2.039662885054429e-05,7.759260481830325e-05,2.4265155070486917e-05,0.00014238764941657393,7.931629307205265e-06,0.00020069038700023373
PWY-7002,0.0,0.0,7.45464188453909e-08,7.055085066819706e-06,0.0,0.0,0.0
PWY-7003,0.0,0.0002783090889059619,0.0006301698650250354,0.0014800721864342407,0.0008269328979208686,0.0004825477175568731,7.921762673661406e-05
PWY-7007,0.0,5.560220749608584e-05,0.0001842157978436685,7.317378272129942e-05,0.0016031895002025893,0.00028930127963283214,0.00041399596551887124
PWY-7013,1.3655582416681571e-05,9.140137454311871e-06,0.00026364942809820524,0.0006755277642861688,0.0011538825319441666,4.2252793274073174e-05,0.0021038853126198152
PWY-7024,0.0,1.9339768651994826e-05,1.0801362110120621e-05,0.0,1.5829312970271295e-07,0.0,0.0
PWY-7031,0.0,0.0,2.985630012533309e-07,0.0,0.0,0.0,0.0
PWY-7046,0.0,1.4989943788704813e-06,8.332221570945476e-06,0.0,6.074171493555371e-06,1.745650317767382e-06,3.838863603308707e-05
PWY-7084,0.0,2.026216748404557e-05,4.023960986279475e-05,0.0,5.813416537958782e-06,6.766030575244626e-06,1.0296738485746939e-05
PWY-7090,1.475115256821253e-05,0.00023530520190484847,0.00027452813091905225,0.0002921638085713264,0.00017809793162845588,0.0002818272977305678,0.00047088982771698826
PWY-7094,5.192675697033498e-05,0.002387139915369125,0.004085187937776781,0.003288080284993858,0.006668174651485928,0.004606834496249149,0.0065947001424832745
PWY-7097,0.0,1.78031635962607e-05,0.0001522203174943042,0.00012180952096534564,0.00010255602544865216,3.782495862037443e-05,0.00017917355719634307
PWY-7098,0.0,1.9924302400036965e-05,0.00016461020342597177,0.00013169642056129848,0.00011173571169752554,4.18505159205595e-05,0.000197508134368083
PWY-7111,0.013073693771436377,0.008180707326424341,0.008880390726446693,0.008637425319370796,0.0086469861605514,0.008261156761395019,0.008404155449672629
PWY-7159,0.0,3.001056975759517e-05,0.0001539597648272432,0.0,0.0003898020624487925,0.0001654040797522945,0.00019637575336541532
PWY-7184,0.005603263617824432,0.006591925682298073,0.004878871686560947,0.004761339222921479,0.005082997981331478,0.00531207594821282,0.005315803068299861
PWY-7187,0.011774256661214776,0.005390815215042383,0.0038768380461772587,0.004225059259166523,0.004058099026085934,0.004044356962203663,0.002947956033304214
PWY-7196,0.004756061807076599,0.007409031764412996,0.004508621871521224,0.005497271116364997,0.00429253834281408,0.005073002053630502,0.0037864541886888747
PWY-7197,0.011363440318018154,0.007970261530077818,0.005457515434608102,0.004804461528928648,0.004693804776094024,0.0058633632498794,0.00512556663719058
PWY-7198,0.0008009862566111791,0.0024723373266725144,0.0002507478663819476,0.0003656593573467376,9.924422355590683e-05,0.0005889942302492583,7.477007092904812e-05
PWY-7199,0.0018142066700310448,0.004160844623375279,0.0028209826699441293,0.004038450600723309,0.0027943129721013705,0.00307276192127224,0.0029594945113501658
PWY-7200,0.0031122283610385926,0.005152531718345193,0.003324643525556426,0.004246277751656459,0.003486794828899014,0.004123154172558532,0.003820382426138031
PWY-7208,0.012849899857086958,0.00998178116437749,0.007684341401915855,0.0067818297277582405,0.006896580958702913,0.007394509093916003,0.006575463373886076
PWY-7209,0.0,0.0,1.313965503319612e-07,0.0,0.0,0.0,0.0
PWY-7210,0.0011112482518084268,0.0036746918281572163,0.00031625306789805687,0.0005063527564641263,0.00013977003538902268,0.0007530770053667662,0.00010586880469020051
PWY-7211,0.0017979349800147522,0.0065406515242948104,0.004673513154615923,0.004628388147579704,0.0052808897499002925,0.005101250925986332,0.005569180919371402
PWY-7219,0.014912486033656903,0.010361216294050988,0.0076184228384558305,0.007023831538377893,0.006919010123623861,0.007486180890578675,0.006445293747934111
PWY-722,0.0,0.0001341467689073102,5.20356483810214e-05,0.0,1.98519381947531e-05,1.1268407534607792e-06,7.682579948773156e-05
PWY-7220,0.012630533914310096,0.008580260248991889,0.0066332349074126875,0.006259599119284849,0.005811064336890138,0.006722139166027494,0.0064533948823971695
PWY-7221,0.015110518872732365,0.009096040910266818,0.006609979894952875,0.005944814761178855,0.00616874808458388,0.006479893266931893,0.005771542102070244
PWY-7222,0.012630533914310096,0.008580260248991889,0.0066332349074126875,0.006259599119284849,0.005811064336890138,0.006722139166027494,0.0064533948823971695
PWY-7228,0.013758972251706721,0.008734969202639465,0.006284489816245218,0.005708787383355114,0.005915144091662221,0.00665730567999053,0.006184682192929695
PWY-7229,0.014122618710077793,0.00985858562952524,0.007439826041615832,0.006916655791361323,0.006705970380957821,0.007410272929279535,0.006665151354917578
PWY-7234,0.0012931180151467242,0.006268665612110415,0.0039048868509961574,0.003501257550643062,0.004945448039696121,0.00390877773001599,0.004700448616345194
PWY-7237,4.56692920070605e-06,0.00030751872178139844,0.000573759112305573,0.000463514679461888,0.0009683056037887406,0.00034101661386972684,0.0007680855891743464
PWY-7242,9.841430945755761e-05,0.0013445154010074747,0.0015830434409048303,0.0032329532372443264,0.0013407326619830873,0.0009345672516696646,0.0016516526590879255
PWY-7254,3.97491249455434e-05,0.0014739372304897668,0.00231692776067665,0.001950141615466624,0.0022959863584009186,0.0015765913962727648,0.0025442588142333936
PWY-7255,0.0,1.9774162150364344e-05,8.01755409186215e-05,4.0472600940345345e-05,0.0004546900814861569,0.00012944219619249103,0.000476980089244698
PWY-7286,0.0107571714120912,0.002438523919743027,0.0001594026466904889,5.740668937464516e-05,0.0001712274090140631,0.0002845540816671502,0.0
PWY-7295,0.0,8.061529616432058e-07,2.4149422829932124e-05,2.1576190716398997e-05,6.102183308728821e-05,0.00014173729973186573,0.0002913667274703577
PWY-7315,9.587663228290004e-06,0.00015781373342527234,0.00029545214213885676,0.00040637755608371795,0.0004985353099760967,0.00014732542704345273,0.0009524376387064363
PWY-7316,0.0,0.0,0.0,0.0,0.0,2.9374537703788305e-05,0.0
PWY-7323,0.0121333907580466,0.006821942616651353,0.005182516593857071,0.003758288306497474,0.003725826907032637,0.0051412374308986404,0.0046478818246671666
PWY-7328,2.7436904420480778e-05,0.0012368817305155719,0.0020247223770924173,0.002233625118867672,0.0021986536172212703,0.0018718680018467316,0.002239579835059194
PWY-7332,6.358695365273317e-05,0.003713906676074926,0.0011552967340853044,0.0011875630901052423,0.0004679843962467333,0.0013903938500583637,0.0007530771779436623
PWY-7347,0.0,0.00013117510263209532,4.224518139871555e-05,0.00030283673454675254,0.00021496379760665025,0.00014536686332203597,0.0001375425214915354
PWY-7354,0.0,0.0,3.8263259615823456e-08,0.0,0.0,0.0,0.0
PWY-7371,0.00016212598662506474,0.0005290450426229976,0.001255871407188462,0.0005444560009022546,0.0006028407756305862,0.0011500728387940115,0.0007371707165391035
PWY-7373,0.0,3.3490504763592035e-05,0.00011738371545352382,7.351718609583951e-05,1.7116572890477296e-05,8.507664732458871e-06,2.9559256014714914e-05
PWY-7374,6.278910498376129e-05,0.00019396866633115853,0.0010663302265227347,0.00026962218764432647,0.0005848406221340773,0.0009260636701198176,0.0005997242550865808
PWY-7376,0.0,0.00031938775941115573,0.0008745480877978844,0.0007224178390542176,0.0014517543433599381,0.0008559205870049894,0.0008599983320674003
PWY-7377,0.003014502580589386,0.0006873483170914357,0.0008029547094104515,0.0014672520617760312,0.0011746364881378266,0.0012294749019201752,0.0002996732993491967
PWY-7385,0.0,0.0,1.0904479371261597e-06,0.0,2.4668175596405415e-07,0.0,0.0
PWY-7391,0.0,1.0749992994908774e-06,5.035492030269019e-05,2.6101674906951136e-05,0.00022576923271299762,0.00011331023059774761,7.960290065558395e-05
PWY-7392,0.002719005049547142,0.00403977867011568,0.0031461636351181373,0.0036002751324739836,0.003962499704004823,0.004136126012451214,0.0035786762062663124
PWY-7398,0.0,0.0,0.0,0.0,1.3888596166000945e-06,0.0,0.0
