#OTU ID,SRR2225468_CERILLO_2016,SRR2154305_CERILLO_2016,SRR2053264_CERILLO_2016,SRR3211889_CERILLO_2016,SRR2053255_CERILLO_2016,SRR2053265_CERILLO_2016,SRR2053262_CERILLO_2016,SRR3189287_CERILLO_2016,SRR1802176_CERILLO_2016,SRR2053258_CERILLO_2016,SRR3342207_CERILLO_2016,SRR2053259_CERILLO_2016,SRR3342204_CERILLO_2016,SRR3342206_CERILLO_2016,SRR3211888_CERILLO_2016,SRR2053260_CERILLO_2016,SRR3211891_CERILLO_2016,SRR2154307_CERILLO_2016,SRR2154303_CERILLO_2016,SRR1802174_CERILLO_2016,SRR3211890_CERILLO_2016,SRR2053267_CERILLO_2016,SRR2053257_CERILLO_2016,SRR3342205_CERILLO_2016,SRR1802177_CERILLO_2016,SRR2225470_CERILLO_2016,SRR2053256_CERILLO_2016,SRR3189289_CERILLO_2016
K00001,238.0,33.0,24.0,220.0,720.0,161.0,0.0,277.0,738.5,321.34000000000003,766.0,1271.34,163.0,172.0,19.0,322.34000000000003,291.0,18.0,82.0,959.56,0.0,4.0,169.67000000000002,1689.5,81.38,161.0,2573.0,91.0
K00002,2.5,0.0,0.0,6.0,0.0,0.0,0.0,5.0,6.0,76.0,25.0,29.0,5.0,1.5,4.0,128.0,0.0,0.0,0.0,19.0,1.0,0.0,17.0,0.0,106.71,2.5,0.0,38.5
K00003,2727.5,2402.5,2394.33,1836.01,2462.5,2303.5,929.34,2680.17,974.5,1148.41,1627.65,1714.0,2118.16,2354.0,1849.67,1202.0700000000002,1887.95,1606.17,2495.83,1976.33,1695.67,1991.67,1309.68,1856.53,1899.55,1767.84,2141.25,2693.0
K00004,0.0,0.0,0.0,56.91,11.0,0.0,0.0,0.0,714.0,17.67,94.5,10.0,0.0,0.0,0.0,66.0,40.45,0.0,0.0,232.37,0.0,0.0,142.43,3.77,0.0,0.0,111.75,0.0
K00005,0.0,0.0,0.0,803.66,0.0,0.0,0.0,0.0,137.5,2.5,386.0,8.4,0.0,0.0,0.0,0.0,695.45,0.0,1.0,19.7,0.0,0.0,146.43,119.27,0.0,2.0,0.0,0.0
K00006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,259.0,0.0
K00008,385.5,900.5,97.0,195.59,12.0,228.5,0.0,451.5,2034.0,113.67,533.0,81.33,798.0,542.0,866.0,912.5,340.45,265.5,352.5,125.81,1037.0,4.0,130.93,648.77,823.9300000000001,1102.5,68.0,87.5
K00009,0.0,0.0,0.0,368.41,0.0,0.0,0.0,0.0,135.0,16.0,162.0,6.4,0.0,0.0,0.0,277.0,316.45,0.0,1.0,32.59,0.0,0.0,115.0,167.26999999999998,0.0,2.0,0.0,0.0
K00010,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,721.0,12.0,121.0,16.0,0.0,0.0,0.0,60.5,0.0,0.0,1.0,470.33,0.0,0.0,71.43,2.5,0.0,2.0,562.5,0.0
K00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00012,2259.0,969.5,1862.33,1892.91,2320.5,1474.5,929.34,2249.17,1617.0,1222.85,2136.25,1811.01,1798.66,1721.0,1661.17,2659.17,2066.45,1179.17,846.8299999999999,2332.44,1593.17,1991.67,1859.92,2195.53,1696.84,1652.34,2127.25,2596.0
K00013,1075.0,1780.5,797.3299999999999,1646.26,2326.5,1418.5,898.3399999999999,1237.17,1772.5,1326.75,1938.15,1831.4,1686.66,1712.0,1382.17,2365.07,1755.95,1343.17,2038.83,2087.08,1429.17,378.67,1650.85,2267.03,1188.5500000000002,1426.34,2070.5,636.0000000000001
K00014,653.0000000000001,712.5,287.33,2086.92,2786.5,494.5,898.3399999999999,846.1700000000001,2109.0,1733.75,2267.15,2135.4,1262.16,973.0,1136.17,2430.07,2199.9,892.17,463.83,2834.07,1184.17,378.67,2237.28,2240.8,1117.5500000000002,1221.34,3735.0,550.5
K00015,87.0,386.5,21.0,236.0,117.0,0.0,0.0,61.0,11.0,9.0,267.5,13.0,76.5,115.0,8.0,53.0,219.0,9.0,83.0,277.83,9.0,0.0,26.0,378.0,19.0,73.0,368.5,13.5
K00016,25.0,2.0,6.0,1328.58,357.0,0.0,18.0,34.0,1094.5,490.9,1217.9,408.33,58.0,75.5,6.0,115.4,1077.85,9.0,3.0,190.1,0.0,0.0,1327.86,989.81,38.42,64.5,55.0,52.0
K00018,5.0,18.0,0.0,660.5699999999999,1746.5,0.0,0.0,0.0,1114.5,505.34,687.25,1448.67,5.5,5.0,0.0,561.0,611.9,0.0,3.0,1220.76,0.0,0.0,558.6800000000001,735.3,19.21,2.0,821.75,0.0
K00019,0.0,1.5,0.0,11.5,707.0,0.0,0.0,0.0,35.0,170.34,47.5,27.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,932.99,0.0,0.0,12.0,149.5,2.0,0.0,1520.75,1.0
K00020,53.0,26.0,22.0,784.16,3004.5,49.0,0.0,105.0,964.5,1116.34,791.75,2768.17,246.5,200.0,41.0,500.5,836.45,9.0,5.0,2261.14,5.0,0.0,963.18,1347.52,39.0,80.0,3782.25,101.5
K00021,435.5,1067.0,507.33,0.0,0.0,936.0,880.3399999999999,458.67,0.0,0.0,0.0,0.0,445.16,755.5,311.17,0.0,0.0,449.67,1577.33,0.0,360.17,356.67,2.5,0.0,308.67,163.84,0.0,157.0
K00023,0.0,0.0,0.0,1.0,591.0,0.0,0.0,0.0,40.0,68.67,0.5,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,571.25,0.0,0.0,10.0,83.0,0.0,0.0,665.75,0.0
K00024,710.5000000000001,586.0,1120.33,1012.85,2176.5,576.0,880.3399999999999,689.6700000000001,610.0,759.8500000000001,1471.65,477.4,1051.66,1632.0,726.1700000000001,2039.07,1162.0,700.6700000000001,320.33,1733.16,584.17,374.67,1084.92,1636.26,273.34000000000003,504.84,1275.5,501.5
K00027,1999.5,1818.5,1709.33,1016.33,483.0,1762.5,929.34,1884.17,1103.0,454.9,1153.15,409.73,1359.66,1223.0,1340.67,506.07,1082.85,954.17,2138.83,550.77,1348.67,1969.67,1287.61,934.56,1605.88,1367.84,108.0,2201.5
K00029,16.0,33.0,3.0,728.25,2889.5,8.0,0.0,47.0,1178.0,974.68,921.25,1630.57,106.0,84.0,27.0,2181.17,812.0,396.0,5.0,2070.6,5.0,0.0,942.92,1184.75,12.67,12.0,2707.0,14.0
K00030,385.5,1564.5,130.0,215.75,0.0,848.5,0.0,471.5,74.5,44.5,98.0,27.33,844.0,592.0,875.0,13.67,143.0,679.5,1761.5,53.66,1063.0,0.0,48.0,53.0,858.0,1076.5,18.0,105.5
K00031,565.0,224.5,229.33,1373.66,2402.5,427.0,880.3399999999999,690.6700000000001,1659.5,1213.02,2030.25,1659.07,607.66,629.4999999999999,247.67,2619.17,1587.45,644.6700000000001,280.33,2604.74,108.67,378.67,1272.85,2300.53,100.55,282.34000000000003,3490.5,474.0
K00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,212.88,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
K00033,439.0,192.0,192.0,516.0,738.5,384.0,0.0,530.0,1041.5,811.8400000000001,1296.0,596.4,283.5,346.0,78.0,901.84,570.0,9.0,251.0,1095.54,17.0,4.0,1005.67,1190.5,65.0,158.0,941.5,313.5
K00034,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,32.0,0.0,0.0,252.6,0.0,0.0,11.5,360.0,30.0,0.0,87.0,7.5
K00035,0.0,0.0,0.0,1.0,77.0,0.0,0.0,0.0,5.0,1.0,0.5,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,331.5,0.0
K00036,439.0,191.0,192.0,650.0,1953.5,384.0,0.0,530.0,1018.5,1004.84,1234.0,1733.07,283.5,346.0,78.0,986.84,620.0,9.0,251.0,2517.99,17.0,4.0,948.67,1488.5,65.0,158.0,2824.0,313.5
K00038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
K00039,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0
K00040,0.0,0.0,0.0,127.32,0.0,0.0,0.0,0.0,760.0,28.0,121.5,31.9,5.5,5.0,0.0,27.0,93.9,0.0,0.0,61.68,0.0,0.0,227.5,37.04,11.21,1.5,67.5,0.0
K00041,0.0,8.0,0.0,128.91,47.0,0.0,0.0,0.0,737.0,18.34,265.0,60.4,0.0,0.0,0.0,98.0,48.45,0.0,3.0,48.59,0.0,0.0,252.17,16.77,0.0,0.0,212.0,0.0
K00042,0.0,0.0,0.0,557.16,596.0,0.0,0.0,0.0,144.5,115.18,146.25,6.8,0.0,0.0,0.0,85.5,480.45,0.0,0.0,580.3599999999999,0.0,0.0,141.18,267.03,0.0,0.0,1516.0,0.0
K00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00045,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,2.0,6.0,19.0,0.0,0.0,0.0,0.0,65.0,46.0,0.0,0.0,349.88,0.0,0.0,0.0,127.5,0.0,0.0,1086.0,0.0
K00046,245.67,173.0,189.33,416.41,856.0,182.0,880.3399999999999,250.67,860.5,242.17,803.0,326.17,155.32999999999998,221.33,88.0,920.5,347.45,25.67,202.0,320.75,51.67,356.67,535.0,1007.27,44.21,168.17000000000002,1055.5,153.5
K00048,0.0,0.0,0.0,115.91,0.0,0.0,0.0,0.0,19.0,4.0,151.0,10.4,0.0,0.0,0.0,0.0,40.45,0.0,0.0,8.09,0.0,0.0,135.0,62.27,0.0,0.0,0.0,0.0
K00050,1670.0,643.0,1603.0,378.0,837.0,885.0,31.0,1456.0,182.5,81.67,566.0,69.5,441.0,672.5,434.0,448.67,428.0,504.0,463.0,635.77,220.0,1613.0,123.0,726.0,621.0,397.0,1789.5,2051.5
K00051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K00052,1077.5,1780.5,797.3299999999999,1262.26,2200.5,1406.5,898.3399999999999,1240.17,1713.0,1199.42,1830.65,1814.4,1720.16,1727.0,1421.67,2348.07,1255.95,1343.17,2038.83,2118.91,1475.67,378.67,1300.85,2147.03,1178.5500000000002,1433.84,2078.5,639.0000000000001
K00053,1075.0,1780.5,797.3299999999999,1466.26,2326.5,1418.5,898.3399999999999,1237.17,1771.5,1189.25,1942.65,1815.9,1681.16,1707.0,1382.17,2318.4,1663.95,1343.17,2038.83,2124.08,1429.17,378.67,1608.35,2189.03,1188.5500000000002,1424.84,2065.5,636.0000000000001
K00054,100.5,504.5,64.0,605.0,0.0,67.5,0.0,145.5,317.0,183.5,493.0,50.5,659.5,349.0,857.0,1041.67,697.0,256.5,192.5,261.0,1028.0,0.0,466.0,335.0,776.0,992.5,18.0,41.0
K00055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
K00057,2152.0,858.0,1804.0,1637.51,2664.5,1300.0,49.0,2084.0,2101.0,1764.75,2224.15,2174.9,943.5,1204.5,642.0,2646.74,1818.95,891.0,729.0,2288.67,263.0,1635.0,2404.35,2225.03,712.88,538.5,2148.5,2496.0
K00058,2966.67,2452.5,2421.66,2747.83,2895.5,2464.5,1809.68,2967.84,2902.5,1870.26,2934.15,2252.23,2240.99,2513.33,1842.17,4168.24,3030.85,1631.84,2583.83,2876.01,1683.84,2352.34,2743.28,3850.07,1844.55,1926.01,3367.5,2749.0
K00059,5610.0,2482.0,4090.33,4414.34,8018.0,3547.0,996.34,5550.67,5972.5,4143.85,5842.299999999999,5550.91,2725.66,3449.5,1600.67,6174.49,4952.3,2471.67,2051.33,9110.0,651.67,3656.67,5045.8,7710.59,1846.85,1771.84,11507.75,5679.0
K00060,20.0,10.0,6.0,206.0,130.0,0.0,0.0,16.0,157.5,118.67,370.0,76.9,40.5,44.0,6.0,510.5,174.0,9.0,6.0,182.83,0.0,0.0,75.0,617.0,21.67,63.0,633.5,17.5
K00064,0.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,11.0,1.0,0.5,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,122.03,0.0,0.0,0.0,0.0,0.0,0.0,398.25,0.0
K00065,0.0,0.0,0.0,58.91,47.0,0.0,0.0,18.0,775.0,296.0,206.5,114.9,0.0,9.0,0.0,10.5,45.45,0.0,0.0,142.71999999999997,0.0,0.0,399.0,12.77,2.0,0.0,561.5,17.0
K00066,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,279.86,0.0,0.0,0.0,0.0,0.0,0.0,777.75,0.0
K00067,611.0000000000001,340.0,278.33,1698.83,2123.5,589.5,880.3399999999999,797.1700000000001,885.5,1470.91,2077.9,3017.0,1402.66,1081.5,1241.17,2735.07,1649.35,916.17,386.83,2461.45,1372.17,378.67,2028.43,2440.32,965.84,1320.34,2868.25,575.0000000000001
K00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,2.0,67.5,1.4,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.5,0.0,0.0,89.0,2.5,0.0,0.0,0.0,0.0
K00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00074,42.0,30.0,18.0,1132.01,1693.0,23.0,18.0,43.0,1108.0,1069.24,1135.4,381.74,102.0,153.5,110.0,1338.74,1309.95,232.0,22.0,1215.1799999999998,20.0,18.0,1086.43,1567.27,28.21,90.5,2500.0,131.5
K00075,1765.0,683.0,1621.0,1860.51,2664.5,957.0,49.0,1599.0,1988.0,1566.25,2346.15,2057.9,745.0,971.5,570.0,2653.07,2007.95,900.0,496.0,2254.08,239.0,1631.0,2189.85,2487.03,687.21,524.0,2133.5,2304.0
K00076,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.0,17.0,36.510000000000005,7.25,114.4,0.0,0.0,0.0,36.0,1.0,0.0,0.0,166.32999999999998,0.0,0.0,198.75,41.260000000000005,0.0,0.0,26.0,0.0
K00077,830.0,1472.0,1236.0,725.89,1333.5,1350.0,0.0,1036.0,1431.5,1061.02,1065.75,2732.74,1999.5,1896.0,2143.0,762.85,637.8,1187.0,2005.0,1685.09,2311.0,0.0,1153.35,1251.17,1769.67,2237.0,2596.25,471.0
K00078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
K00086,0.0,0.0,0.0,92.6,0.0,0.0,0.0,0.0,0.5,7.9,34.4,0.0,0.0,0.0,0.0,0.4,131.0,0.0,0.0,0.5,0.0,0.0,14.43,28.0,0.0,0.0,0.0,0.0
K00087,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,666.0,7.0,210.5,18.4,0.0,0.0,0.0,5.5,352.0,0.0,0.0,78.5,0.0,0.0,19.0,44.5,0.0,0.0,0.0,0.0
K00088,4383.0,2573.0,4368.0,1948.51,2664.5,3276.0,80.0,4065.0,2105.5,1787.25,2686.15,2203.4,2080.0,3112.5,1631.0,2940.07,2152.95,1633.0,2775.0,2609.67,1031.0,3248.0,2543.8500000000004,2554.03,1744.88,1220.0,2153.5,4704.0
K00090,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,32.67,0.0,1.4,0.0,0.0,0.0,51.0,0.0,0.0,0.0,269.83000000000004,0.0,0.0,11.0,4.0,2.0,0.0,1045.25,0.0
K00091,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,6.5,5.0,28.0,0.0,0.0,0.0,0.0,2.84,193.0,0.0,0.0,250.03,0.0,0.0,31.0,208.0,0.0,0.0,88.75,10.0
K00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00096,536.0,1563.5,571.33,56.91,11.0,1003.5,880.3399999999999,604.17,708.5,12.0,94.5,16.0,1094.66,1101.5,1162.17,46.5,40.45,706.1700000000001,1766.83,21.01,1388.17,356.67,353.93,3.77,1089.88,1156.34,6.0,211.0
K00097,2130.0,847.0,1792.0,1048.25,2199.5,1277.0,31.0,2023.0,2509.5,988.69,1627.75,1699.57,856.5,1062.0,534.0,2506.67,1128.5,900.0,713.0,2097.13,242.0,1617.0,1229.42,1685.26,679.88,509.0,2115.75,2355.5
K00098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0
K00099,2172.0,858.0,1810.0,1385.01,2547.5,1300.0,49.0,2079.0,1899.0,1552.75,2131.65,2115.4,964.0,1229.5,640.0,2357.4,1378.45,900.0,732.0,2189.58,261.0,1635.0,1925.35,2289.03,712.88,599.0,1761.0,2475.0
K00100,131.0,19.0,9.0,741.16,1786.0,49.0,18.0,131.0,1680.5,541.51,1213.25,379.5,248.0,220.0,36.0,148.0,864.95,9.0,24.0,1154.01,5.0,4.0,1032.18,1270.03,172.88,99.0,1214.25,116.5
K00101,0.0,0.0,0.0,2.0,1288.5,0.0,0.0,0.0,48.0,77.35,0.5,4.07,0.0,0.0,0.0,70.0,8.0,0.0,0.0,677.77,0.0,0.0,84.67,117.0,2.0,0.0,1708.75,0.0
K00102,0.0,0.0,0.0,2.0,708.0,12.0,0.0,42.0,48.0,47.67,0.5,8.0,2.5,1.5,0.0,37.0,0.0,0.0,5.0,233.08,0.0,0.0,11.0,97.0,0.0,0.0,733.75,0.0
K00103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
K00104,1380.5,2980.5,574.33,676.9300000000001,775.5,2214.5,880.3399999999999,1628.17,1159.0,298.31,870.05,132.4,1584.66,1433.5,1188.67,257.97,731.35,1720.17,3761.83,1009.07,1223.67,378.67,628.11,1040.0700000000002,973.34,1345.84,1745.5,705.5000000000001
K00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00108,0.0,10.0,0.0,23.0,1498.0,0.0,0.0,0.0,41.5,311.34000000000003,32.5,1217.4,0.0,0.0,0.0,240.17,0.0,0.0,0.0,1782.79,0.0,0.0,55.0,271.0,2.0,0.0,3022.5,0.0
K00109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00111,255.0,42.0,36.0,1346.66,2178.5,237.0,18.0,341.0,927.5,1002.51,1279.75,1467.47,294.0,338.5,119.0,802.1700000000001,1303.95,405.0,70.0,1966.4500000000005,19.0,22.0,1248.35,1412.02,55.5,188.0,3007.25,221.0
K00112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
K00113,0.0,0.0,0.0,0.0,0.0,12.0,0.0,42.0,0.0,0.34,0.0,1.4,0.0,0.0,0.0,0.67,0.0,0.0,5.0,9.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
K00114,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,18.0,257.0,33.5,1208.67,0.0,0.0,0.0,161.5,0.0,0.0,0.0,636.96,0.0,0.0,52.0,210.0,0.0,0.0,815.0,0.0
K00116,0.0,10.0,0.0,23.25,57.5,0.0,0.0,0.0,12.0,311.85,39.25,1214.07,0.0,0.0,0.0,220.0,1.0,0.0,0.0,832.49,0.0,0.0,60.92,238.76,0.0,0.0,1867.5,0.0
K00117,20.0,2.0,6.0,62.0,45.0,0.0,0.0,16.0,9.0,12.0,98.5,14.07,40.5,44.0,6.0,88.5,62.0,9.0,3.0,361.76,0.0,0.0,0.0,395.0,17.0,63.0,1413.5,29.5
K00118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,18.5,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0
K00121,0.0,10.0,0.0,23.0,1835.5,0.0,0.0,0.0,37.0,330.17,32.5,1224.07,0.0,0.0,0.0,182.17,0.0,0.0,0.0,1781.87,0.0,0.0,164.5,330.0,4.21,0.0,1581.5,0.0
K00122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
K00123,631.0,331.5,1923.0,1039.2,1552.5,739.5,0.0,663.5,255.5,451.27,169.8,102.1,2678.5,2687.0,3403.0,383.3,1018.5,1085.5,345.5,1712.54,3794.0,0.0,546.84,1273.02,2578.5,3387.0,2546.5,257.0
K00124,33.5,110.5,49.0,6.85,1226.5,79.5,0.0,142.5,56.5,121.42,17.65,6.4,614.5,277.5,849.0,171.9,1.0,256.5,114.5,911.67,1019.0,0.0,24.42,276.76,759.0,982.5,2275.5,44.5
K00125,513.0,0.0,1776.0,0.0,0.0,430.0,0.0,304.0,0.0,0.0,0.0,0.0,694.5,1693.0,779.0,0.0,0.0,82.0,12.0,0.0,539.0,0.0,0.0,0.0,305.0,405.0,0.0,118.0
K00126,0.0,0.0,0.0,1.0,593.0,0.0,0.0,0.0,22.0,0.67,0.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,400.11,0.0,0.0,2.0,30.0,0.0,0.0,430.25,0.0
K00127,0.0,0.0,0.0,5.25,1208.5,0.0,0.0,0.0,77.0,108.85,26.75,15.4,0.0,0.0,0.0,141.5,1.0,0.0,0.0,782.0899999999999,0.0,0.0,157.42000000000002,322.76,2.0,0.0,2230.25,0.0
K00128,1778.0,697.0,1630.33,1667.07,4009.0,932.0,929.34,1615.67,1850.5,1430.52,1663.5,1854.67,737.66,930.5,574.6700000000001,2759.01,1718.4,916.67,523.3299999999999,3229.3,306.67,1987.67,1853.43,2077.54,673.6700000000001,564.34,4995.0,2260.0
K00129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
K00130,150.5,120.5,493.0,76.91,199.0,127.5,0.0,161.5,9.0,278.67,48.5,1228.4,693.5,603.0,970.0,182.0,40.45,269.5,112.5,729.94,1031.0,0.0,137.0,215.27,771.0,1054.5,1642.0,48.0
K00131,0.0,0.0,0.0,56.91,0.0,0.0,0.0,0.0,333.0,67.0,327.0,13.0,0.0,0.0,0.0,13.5,68.45,0.0,0.0,294.92,0.0,0.0,196.43,232.27,1.0,0.0,28.75,0.0
K00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00133,1075.0,1780.5,797.3299999999999,1830.42,2664.5,1418.5,898.3399999999999,1237.17,2013.5,1559.25,2229.65,2067.07,1686.66,1712.0,1382.17,2366.07,1927.4,1343.17,2038.83,2422.67,1429.17,378.67,2154.85,2484.8,1195.5500000000002,1426.34,2133.5,637.0000000000001
K00134,2172.0,868.0,1810.0,2235.11,3873.5,1300.0,49.0,2079.0,2163.0,2140.83,2652.8,3446.9700000000003,965.0,1232.0,640.0,3865.97,2434.95,900.0,732.0,3361.8,261.0,1635.0,2617.2700000000004,2882.79,712.88,599.0,3741.0,2479.5
K00135,135.5,143.5,61.66,592.0,2672.5,174.5,1760.6799999999998,211.84,312.0,599.18,446.0,1334.91,849.3199999999999,563.0,1005.34,1652.67,725.0,295.84000000000003,121.16,3161.86,1352.34,713.3399999999999,619.67,1113.0,781.34,1119.18,3887.75,180.5
K00137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,11.0,0.0,0.0,0.0,459.53,0.0,0.0,2.0,0.0,0.0,0.0,101.0,0.0
K00138,0.0,10.0,0.0,24.25,641.0,0.0,0.0,0.0,37.5,336.84000000000003,33.25,1226.07,0.0,0.0,0.0,258.67,8.0,0.0,0.0,929.43,0.0,0.0,131.75,286.76,0.0,0.0,1981.75,0.0
K00140,0.0,20.0,0.0,41.0,726.0,0.0,0.0,0.0,124.0,618.6700000000001,64.5,2428.67,0.0,0.0,0.0,349.17,0.0,0.0,0.0,1532.0700000000002,0.0,0.0,119.0,503.0,2.0,0.0,2625.0,0.0
K00141,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.0,4.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,199.72,0.0,0.0,2.0,0.0,0.0,0.0,274.25,0.0
K00145,1008.0,1394.5,782.3299999999999,1315.26,2200.5,1406.5,898.3399999999999,1150.17,1744.5,1197.25,1923.15,1796.8,1650.66,1641.0,1380.17,2320.74,1473.45,1343.17,1953.83,2267.78,1420.17,378.67,1613.85,2140.03,1169.5500000000002,1416.34,2089.5,635.0000000000001
