index	Group	d__Bacteria;p__Firmicutes	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Desulfobacterota	Unassigned;__	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Chloroflexi	d__Archaea;p__Halobacterota	d__Bacteria;p__Synergistota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Patescibacteria	d__Bacteria;__	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Campylobacterota
SRR11319462_WANG_2021	LODO	0.4436644436644437	0.10565110565110565	0.13373113373113374	0.009126009126009126	0.0	0.03474903474903475	0.0	0.040716040716040715	0.0	0.0	0.01404001404001404	0.0351000351000351	0.0	0.06493506493506493	0.0
SRR11319465_WANG_2021	LODO	0.26535626535626533	0.15654615654615656	0.040716040716040715	0.1288171288171288	0.0	0.05510705510705511	0.00702000702000702	0.028431028431028432	0.04914004914004914	0.005616005616005616	0.11056511056511056	0.0	0.011232011232011231	0.0888030888030888	0.0
SRR11319470_WANG_2021	LODO	0.2548262548262548	0.0	0.05861705861705862	0.0	0.0	0.05545805545805546	0.037206037206037205	0.03264303264303264	0.0	0.07862407862407862	0.22148122148122149	0.011934011934011933	0.05510705510705511	0.11477711477711477	0.0
SRR11319473_WANG_2021	LODO	0.23657423657423657	0.00351000351000351	0.14847314847314846	0.008424008424008424	0.0	0.0	0.1762021762021762	0.036855036855036855	0.02492102492102492	0.044577044577044575	0.028431028431028432	0.09547209547209547	0.0	0.036855036855036855	0.0
SRR11319474_WANG_2021	LODO	0.12776412776412777	0.0716040716040716	0.009477009477009477	0.3232713232713233	0.0	0.02141102141102141	0.12530712530712532	0.029133029133029134	0.056862056862056864	0.03264303264303264	0.14882414882414882	0.01368901368901369	0.0	0.0	0.0
SRR12327344_ALBARRACIN-ARIAS_2021	OLEO	0.16356616356616357	0.2548262548262548	0.21024921024921026	0.0680940680940681	0.000702000702000702	0.007722007722007722	0.007371007371007371	0.07371007371007371	0.016146016146016146	0.001053001053001053	0.004212004212004212	0.037557037557037556	0.009477009477009477	0.01404001404001404	0.012285012285012284
SRR12328004_ALBARRACIN-ARIAS_2021	OLEO	0.26535626535626533	0.02106002106002106	0.7132327132327132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000351000351000351
SRR13855342_BEIHANG_2022	LODO	0.03123903123903124	0.060723060723060725	0.036855036855036855	0.46893646893646895	0.3338013338013338	0.001053001053001053	0.004212004212004212	0.002106002106002106	0.000702000702000702	0.007722007722007722	0.002808002808002808	0.000351000351000351	0.013338013338013339	0.0	0.0171990171990172
SRR13855343_BEIHANG_2022	LODO	0.07546507546507547	0.061074061074061076	0.07546507546507547	0.3088803088803089	0.42084942084942084	0.005265005265005265	0.005265005265005265	0.0	0.0	0.006669006669006669	0.0	0.0	0.018603018603018603	0.000702000702000702	0.015093015093015093
SRR13855344_BEIHANG_2022	LODO	0.06142506142506143	0.04352404352404352	0.08248508248508249	0.38715338715338715	0.35486135486135484	0.0	0.015795015795015795	0.001404001404001404	0.0	0.009477009477009477	0.0	0.0	0.016497016497016497	0.001404001404001404	0.01088101088101088
SRR13855345_BEIHANG_2022	LODO	0.051597051597051594	0.048087048087048084	0.0716040716040716	0.3601263601263601	0.3931203931203931	0.001053001053001053	0.004563004563004563	0.001755001755001755	0.0	0.004914004914004914	0.000351000351000351	0.0	0.005967005967005967	0.014742014742014743	0.015444015444015444
SRR14119286_SPIESS_2021	LODO	0.654966654966655	0.03404703404703405	0.06177606177606178	0.23727623727623728	0.0	0.0	0.0	0.000351000351000351	0.003861003861003861	0.003861003861003861	0.0	0.0	0.0	0.0	0.001404001404001404
SRR14119287_SPIESS_2021	LODO	0.7325377325377326	0.10565110565110565	0.015093015093015093	0.018252018252018252	0.0	0.0	0.000351000351000351	0.0	0.053703053703053706	0.013338013338013339	0.0	0.0	0.0	0.000351000351000351	0.006669006669006669
SRR14119288_SPIESS_2021	LODO	0.8922428922428922	0.08143208143208143	0.00351000351000351	0.004563004563004563	0.0	0.0	0.0	0.0	0.000702000702000702	0.011934011934011933	0.0	0.0	0.0	0.0	0.0
SRR14119289_SPIESS_2021	LODO	0.9157599157599158	0.022113022113022112	0.001404001404001404	0.0343980343980344	0.0	0.000351000351000351	0.000702000702000702	0.0	0.0	0.02527202527202527	0.0	0.0	0.0	0.0	0.0
